Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W45     3466.46         3487.14         0.1408          0.99407         48.2093         1.02525         
W46     3467.3          3492            0.144337        0.992926        56.8513         0.413514        
W47     3468            3442.96         0.141885        1.00727         60.085          3.2343          
W48     3468.56         2542.98         0.0760147       1.36398         25.6731         1.60545         
W49     3468.98         3446.9          0.152707        1.00641         51.42           0.658945        
W50     3469.26         3483.48         0.159187        0.995919        49.6847         3.81716         
W51     3469.4          3488.05         0.144614        0.994653        54.3157         1.41746         
W52     3469.4          3510.3          0.154699        0.988349        12.2025         1.80896         
W53     3469.26         3488.16         0.144233        0.994582        28.662          1.52067         
W54     3468.98         3482.68         0.141451        0.996067        63.042          1.54216         
W55     3468.56         3142.3          0.102714        1.10383         5.70755         0.392569        
W56     3468            3467.62         0.130582        1.00011         42.1316         2.70881         
W57     3467.3          3481.67         0.13574         0.99587         110.902         2.16239         
W58     3466.46         3443.71         0.148191        1.00661         64.7325         1.92104         
W59     3465.47         3515.26         0.135229        0.985838        50.856          1.89709         
W60     3464.35         3523.84         0.128773        0.98312         35.1282         1.38525         
W61     3463.1          3468.87         0.141969        0.998336        36.7294         0.607658        
W62     3461.7          3512.79         0.149194        0.985457        26.4032         0.864149        
W63     3460.17         3485.53         0.146024        0.992722        33.7106         4.62257         
W64     3458.49         3517.94         0.136816        0.983101        40.8418         3.01033         
W65     3456.69         3571.78         0.139723        0.967776        31.0153         0.890116        
W66     3454.74         3526.78         0.14857         0.979573        41.919          0.473214        
W67     3452.66         3430.56         0.159495        1.00644         42.8146         0.569073        
W68     3450.45         3659.34         0.145272        0.942915        26.1908         1.8596          
W69     3452.52         3663.18         0.144895        0.942493        33.9733         2.10232         
W70     3454.74         3511.74         0.153942        0.983769        45.3858         0.634763        
W71     3456.82         3404.88         0.139451        1.01525         190.136         2.8243          
W72     3458.77         3579.76         0.131501        0.966201        28.2418         0.797911        
W73     3460.58         3437.48         0.127798        1.00672         35.0421         0.810036        
W74     3462.25         3475.14         0.134993        0.996292        39.5248         3.03602         
W75     3463.79         3471.19         0.135808        0.997869        99.4549         4.88386         
W76     3465.19         3485.3          0.137539        0.994231        64.9153         2.58538         
W77     3466.45         3451.68         0.147664        1.00428         32.2814         0.437328        
W78     3467.57         3543.47         0.145096        0.978582        199.996         2.62071         
W79     3468.55         3473.12         0.160567        0.998687        82.9348         5.00837         
W80     3469.4          3454.5          0.157839        1.00431         68.7904         4.43771         
W81     3470.1          3459.12         0.151661        1.00318         83.309          1.73491         
W82     3470.66         3425.07         0.148353        1.01331         44.014          1.63343         
W83     3471.08         3471.68         0.143708        0.999827        27.6934         1.33661         
W84     3471.36         3477.55         0.144353        0.998221        44.87           3.19045         
W85     3471.51         3473.54         0.141192        0.999414        48.0946         4.32235         
W86     3471.51         3451.45         0.150136        1.00581         53.087          0.568152        
W87     3471.36         3470.7          0.140177        1.00019         63.4503         1.11142         
W88     3471.08         3442.25         0.144194        1.00838         78.8583         3.80009         
W89     3470.66         3478.33         0.130492        0.997796        41.8067         1.53415         
W90     3470.1          3476.29         0.139457        0.998219        45.5827         0.268047        
W91     3469.4          3476.05         0.141173        0.998087        52.9081         1.22431         
W92     3468.55         3479.87         0.13446         0.996747        19.1386         0.588323        
W93     3467.57         3474.69         0.140819        0.99795         53.152          1.63024         
W94     3466.45         3488.43         0.152923        0.993701        17.5561         2.17223         
W95     3465.19         3543.64         0.132054        0.977862        200             2.39364         
W96     3463.79         3493.92         0.140607        0.991378        37.6214         0.89757         
W97     3462.25         3621.77         0.14561         0.955955        33.2673         1.38505         
W98     3460.58         3596.2          0.140755        0.962288        9.03806         0.858825        
W99     3458.77         3474.71         0.145319        0.995411        46.5109         1.51611         
W100    3456.82         3416.07         0.137063        1.01193         53.5736         3.22684         
W101    3454.74         3731.66         0.149268        0.925792        3.72774         1.17861         
W102    3452.52         123152          0.152761        0.5             199.914         3.88815         
W103    3454.46         3782.75         0.138047        0.913214        34.2694         5.1038          
W104    3456.68         3780            0.132235        0.914465        6.0169          3.80416e-05     
W105            3458.77         3509.57         0.985525        81.9841         0.739228        
W106            3460.72         3484.88         0.993069        462.27          0.559841        
W107            3462.53         3585.96         0.965581        99.9441         1.14919         
W108            3464.21         3575.15         0.968969        127.973         1.33706         
W109    3465.75         3296.99         0.115803        1.05119         52.4739         0.843613        
W110    3467.15         3448.93         0.127849        1.00528         34.8154         0.80024         
W111    3468.41         3455.97         0.13249         1.0036          43.5825         1.76098         
W112    3469.53         3496.85         0.134254        0.99219         22.5513         3.71562         
W113    3470.52         3463.18         0.150021        1.00212         47.5317         5.00667         
W114    3471.36         3487.36         0.132591        0.995411        44.0715         0.303476        
W115    3472.06         3471.32         0.136025        1.00022         66.4003         9.68063         
W116    3472.63         3456.44         0.132189        1.00468         74.5563         1.20614         
W117    3473.05         3449.6          0.143657        1.0068          82.7067         0.638645        
W118    3473.33         3488.37         0.12836         0.99569         44.3747         1.41055         
W119    3473.47         3478.08         0.141509        0.998675        51.934          1.96211         
W120    3473.47         3477.19         0.132508        0.998931        66.518          1.15565         
W121    3473.33         3468.38         0.131233        1.00143         53.5368         1.38681         
W122    3473.05         3471.75         0.13445         1.00037         58.1436         1.30387         
W123    3472.63         3475.51         0.137746        0.99917         74.1286         1.94985         
W124    3472.06         3473.91         0.139466        0.999468        40.0189         3.62656         
W125    3471.36         3474.19         0.133443        0.999185        30.6453         1.89669         
W126    3470.52         3474.56         0.136005        0.998837        45.4531         0.405907        
W127    3469.53         3467.5          0.13893         1.00059         66.422          0.633784        
W128    3468.41         3480.25         0.125148        0.996599        54.2531         3.25888         
W129    3467.15         3451.15         0.143984        1.00464         60.4971         1.64048         
W130    3465.75         3470.01         0.13365         0.998771        58.9919         0.713849        
W131            3464.21         3510.24         0.986886        98.4619         1.30474         
W132            3462.53         3475.67         0.996221        141.446         1.32343         
W133            3460.72         3449.18         1.00334         144.394         1.79129         
W134    3458.77         3490.53         0.135845        0.990901        45.9042         5.7443          
W135    3456.68         3554.04         0.145341        0.972606        45.7611         1.19126         
W136    3454.46         3685.72         0.16045         0.937253        6.37331         0.823388        
W137    3456.26         3691.94         0.142092        0.936162        3.57556         1.24462         
W138    3458.48         3889.9          0.139019        0.889094        1.3866          8.91874e-07     
W139            3460.57         3484.42         0.993156        75.3689         1               
W140    3462.53         3438.37         0.134716        1.00702         53.41           0.608069        
W141    3464.34         3548.15         0.133089        0.976379        28.2573         3.43688         
W142    3466.02         3451.73         0.142256        1.00414         50.4143         1.34163         
W143    3467.57         3465.16         0.132142        1.00069         91.6923         3.68819         
W144    3468.97         3391.88         0.127451        1.02273         69.1495         4.13113         
W145    3470.23         3460.35         0.135515        1.00285         59.165          1.77831         
W146    3471.36         3467.45         0.134759        1.00113         54.4289         0.281245        
W147    3472.34         3473.94         0.14047         0.999542        72.193          2.69255         
W148    3473.19         3465.48         0.138184        1.00222         82.6675         2.31797         
W149    3473.89         3476.05         0.134532        0.99938         65.8882         1.05889         
W150    3474.46         3485.98         0.142426        0.996693        24.2501         1.77309         
W151    3474.88         3466.93         0.148516        1.00229         71.0327         2.29023         
W152    3475.16         3477.5          0.138632        0.999326        51.191          0.596354        
W153    3475.3          3475.17         0.146192        1.00004         50.414          1.89536         
W154    3475.3          3470.9          0.141474        1.00127         49.157          1.18343         
W155    3475.16         3473.74         0.13399         1.00041         83.9144         1.42172         
W156    3474.88         3473.37         0.142511        1.00043         62.9852         0.644397        
W157    3474.46         3478.94         0.143491        0.998712        54.5753         4.08791         
W158    3473.89         3454.74         0.155616        1.00554         158.879         1.55087         
W159    3473.19         3473.51         0.133812        0.999907        55.5778         3.97504         
W160    3472.34         3469.08         0.13782         1.00094         82.5959         1.80293         
W161    3471.36         3470.48         0.142485        1.00025         20.3094         2.82491         
W162    3470.23         3469.99         0.135067        1.00007         59.6299         1.32813         
W163    3468.97         3479.06         0.136602        0.9971          91.7644         2.7349          
W164    3467.57         3485.82         0.138296        0.994764        26.1087         0.150079        
W165    3466.02         3480.35         0.124932        0.995883        28.0843         2.72104         
W166            3464.34         3474.8          0.99699         73.3018         0.686435        
W167            3462.53         3393.35         1.02039         250.812         0.811504        
W168    3460.57         3521.66         0.139861        0.982655        37.772          1.36969         
W169    3458.48         3599.98         0.12805         0.960695        36.6178         2.06017         
W170    3456.26         3818.82         0.147983        0.905058        5.81924         3.42247e-05     
W171    3457.92         3524.71         0.138009        0.981051        35.8465         0.339234        
W172    3460.15         3513.67         0.13134         0.984769        200             1.91117         
W173            3462.24         3434.09         1.0082          120.914         1.59818         
W174            3464.2          3451.19         1.00377         122.354         1.19273         
W175    3466.02         3471.71         0.13463         0.998361        44.1928         2.67681         
W176    3467.7          3519.56         0.148362        0.985266        72.8339         2.96221         
W177    3469.25         3477            0.138359        0.99777         69.3148         0.662384        
W178    3470.65         3457.88         0.138828        1.00369         72.7585         2.88918         
W179    3471.92         3462.54         0.141919        1.00271         76.6804         0.0997533       
W180    3473.04         3461.57         0.1388          1.00331         60.6351         2.5709          
W181    3474.03         3503.06         0.144813        0.991712        41.0627         1.92177         
W182    3474.88         3475.89         0.138186        0.999709        57.5075         0.451674        
W183    3475.58         3465.59         0.148264        1.00288         42.0069         0.310018        
W184    3476.15         3469.3          0.138199        1.00197         41.9435         1.17742         
W185    3476.57         3460.33         0.141935        1.00469         88.6075         0.677663        
W186    3476.85         3481.81         0.127433        0.998576        104.786         0.711322        
W187    3476.99         3482.16         0.152467        0.998518        49.838          2.10747         
W188    3476.99         3484.48         0.145667        0.997853        45.6385         4.23635         
W189    3476.85         3464.03         0.148665        1.0037          66.9607         1.6132          
W190    3476.57         3481.37         0.13328         0.998622        52.5901         2.582           
W191    3476.15         3478.68         0.135073        0.999272        65.5032         3.13625         
W192    3475.58         3476.98         0.139578        0.999597        45.6618         0.439339        
W193    3474.88         3475.52         0.133938        0.999814        77.0677         1.31428         
W194    3474.03         3468.6          0.134305        1.00156         36.3812         4.07502         
W195    3473.04         3479.04         0.137411        0.998277        45.8535         0.580327        
W196    3471.92         3461.01         0.143487        1.00315         65.4627         1.59104         
W197    3470.65         3481.01         0.131194        0.997024        70.0811         1.48176         
W198    3469.25         3466.49         0.14447         1.0008          52.5928         3.7566          
W199    3467.7          3474.38         0.137667        0.998077        34.9783         0.884339        
W200            3466.02         3445.33         1.006           189.573         1.0591          
W201    3464.2          3471.6          0.14858         0.997867        34.0897         1.81769         
W202    3462.24         3486.56         0.140176        0.993026        84.3101         0.108175        
W203    3460.15         3497.94         0.139693        0.989196        40.8571         1.80749         
W204    3457.92         3551.92         0.145256        0.973536        70.2188         0.931356        
W205    3459.45         3653.75         0.155298        0.946823        82.0858         4.35581         
W206    3461.68         3495.04         0.138684        0.990456        42.6921         3.23637         
W207    3463.78         3459.46         0.136106        1.00125         59.873          2.4596          
W208    3465.74         3456.88         0.135942        1.00256         53.8338         1.34066         
W209    3467.56         3470.94         0.127204        0.999027        69.758          1.26171         
W210    3469.24         3484.77         0.153516        0.995544        26.7352         2.24376         
W211    3470.79         3494.93         0.142485        0.993093        62.3148         4.48701         
W212    3472.2          3470.52         0.148601        1.00048         50.8587         0.100801        
W213    3473.46         3481.22         0.137539        0.997771        83.7143         0.979954        
W214    3474.59         3461.42         0.132688        1.00381         121.897         0.403918        
W215    3475.58         3465.64         0.155289        1.00287         48.3176         1.73038         
W216    3476.43         3475.86         0.136267        1.00016         82.1601         6.67862         
W217    3477.13         3477.75         0.12734         0.999822        49.0158         1.24558         
W218    3477.7          3470.84         0.129315        1.00198         74.7276         0.594798        
W219    3478.12         3476.04         0.148474        1.0006          95.7034         3.81468         
W220    3478.41         3483.41         0.128484        0.998562        53.6786         2.43159         
W221    3478.55         3477.55         0.137757        1.00029         53.5497         2.79009         
W222    3478.55         3481.2          0.144012        0.999238        46.0824         2.61343         
W223    3478.41         3479.95         0.140121        0.999555        57.4246         1.48045         
W224    3478.12         3478.62         0.136712        0.999858        78.2575         1.85649         
W225    3477.7          3470.97         0.144223        1.00194         69.3616         2.60491         
W226    3477.13         3466.08         0.14307         1.00319         62.7928         0.993972        
W227    3476.43         3482.82         0.149291        0.998163        36.7027         1.08667         
W228    3475.58         3494.14         0.138667        0.994687        40.6117         0.28051         
W229    3474.59         3472.24         0.146708        1.00068         73.2548         1.77085         
W230    3473.46         3492.53         0.148933        0.99454         29.4785         1.22057         
W231    3472.2          3466.17         0.142627        1.00174         57.9302         1.09403         
W232    3470.79         3467.05         0.146089        1.00108         64.3321         1.33193         
W233    3469.24         3456.52         0.152568        1.00368         43.009          1.5487          
W234    3467.56         3493.17         0.130722        0.992669        70.6348         0.310373        
W235    3465.74         3457.21         0.130938        1.00247         94.0754         0.301378        
W236    3463.78         3527.8          0.131981        0.981852        73.6231         0.57349         
W237    3461.68         3502.13         0.131709        0.988451        114.304         7.78838         
W238    3459.45         3776.14         0.184603        0.916135        43.9782         1.83819         
W239    3460.84         3737.38         0.138569        0.926008        60.3391         1.88375         
W240    3463.08         3592.99         0.130191        0.963843        42.7657         2.64059         
W241            3465.17         3469.36         0.998791        132.399         0.725984        
W242    3467.14         3500.21         0.141535        0.990552        36.1226         1.22019         
W243    3468.96         3442.27         0.143292        1.00775         70.5493         0.441492        
W244    3470.65         3469.98         0.134363        1.00019         58.8145         1.4489          
W245    3472.19         3477.73         0.12953         0.998409        82.0029         0.262902        
W246    3473.6          3471.94         0.139154        1.00048         59.9511         1.59174         
W247    3474.87         3474.23         0.137512        1.00018         66.47           0.666675        
W248    3476            3470.88         0.151458        1.00148         59.0885         0.898731        
W249    3476.99         3475.64         0.148945        1.00039         74.6285         1.22962         
W250    3477.84         3479            0.141508        0.999667        53.7299         1.66301         
W251    3478.54         3486.22         0.14331         0.997799        30.4998         2.33776         
W252    3479.11         3476.01         0.13825         1.00089         131.725         1.04916         
W253    3479.53         3477.25         0.143473        1.00066         63.2381         0.393163        
W254    3479.82         3478.31         0.149709        1.00043         59.3305         2.18481         
W255    3479.96         3480.77         0.148124        0.999768        59.1257         0.661566        
W256    3479.96         3494.83         0.139192        0.995744        43.6328         3.88404         
W257    3479.82         3473.44         0.142443        1.00184         72.2614         4.3542          
W258    3479.53         3474.57         0.152061        1.00143         69.1619         1.65772         
W259    3479.11         3477.76         0.156706        1.00039         67.0456         0.534743        
W260    3478.54         3483.32         0.144429        0.998628        50.4399         0.104037        
W261    3477.84         3469.36         0.14589         1.00244         47.1099         0.43805         
W262    3476.99         3462.1          0.140729        1.0043          82.4353         1.47856         
W263    3476            3468.13         0.1444          1.00227         67.8117         1.63679         
W264    3474.87         3464.96         0.132595        1.00286         71.657          1.62997         
W265    3473.6          3455.47         0.145337        1.00525         59.5568         0.177176        
W266    3472.19         3471.07         0.136601        1.00032         70.0478         0.393881        
W267    3470.65         3476.47         0.173404        0.998325        50.7385         2.60957         
W268    3468.96         3432.21         0.169601        1.01071         47.2198         0.584747        
W269    3467.14         3480.88         0.135654        0.99605         40.7861         0.414803        
W270    3465.17         3505.56         0.137353        0.988479        35.0799         2.21302         
W271    3463.08         3441.33         0.150769        1.00632         41.1609         5.52001         
W272    3460.84         4407.2          0.150471        0.785269        73.4736         1.81616         
W273    3462.1          3800.78         0.158388        0.910892        40.3097         2.56632         
W274    3464.33         3441.05         0.14032         1.00677         40.9879         2.68646         
W275            3466.43         3414.58         1.01518         193.111         1.78469         
W276    3468.4          3450.8          0.145818        1.0051          47.2104         0.832775        
W277    3470.22         3467.57         0.138352        1.00077         48.4243         2.26859         
W278    3471.91         3471.37         0.138436        1.00015         62.428          0.748667        
W279    3473.46         3464.94         0.142687        1.00246         70.7857         3.42612         
W280    3474.87         3487            0.140422        0.996522        33.3805         2.12513         
W281    3476.14         3460.07         0.148377        1.00464         109.732         0.630801        
W282    3477.27         3477.04         0.150466        1.00007         69.2158         0.448317        
W283    3478.26         3474.09         0.162015        1.0012          61.3289         1.28564         
W284    3479.11         3483.92         0.149572        0.998619        58.799          0.25477         
W285    3479.82         3470.34         0.160217        1.00273         61.7787         1.06172         
W286    3480.38         3483.35         0.13398         0.999147        53.3943         1.25581         
W287    3480.81         3486.04         0.130596        0.998498        60.4133         4.98255         
W288    3481.09         3478            0.141297        1.00089         67.1568         4.48365         
W289    3481.23         3481.62         0.139767        0.99989         92.4833         1.84069         
W290    3481.23         3478.75         0.143417        1.00071         59.3754         1.50615         
W291    3481.09         3479.28         0.138899        1.00052         45.2271         1.3796          
W292    3480.81         3481.12         0.156226        0.99991         83.4643         1.71533         
W293    3480.38         3479.43         0.143648        1.00027         78.5946         3.54807         
W294    3479.82         3475.48         0.157664        1.00125         92.9497         4.68619         
W295    3479.11         3482.13         0.14658         0.999133        88.0286         2.64233         
W296    3478.26         3484.06         0.143002        0.998335        70.7759         1.05876         
W297    3477.27         3476.88         0.127911        1.00011         56.4214         0.335819        
W298    3476.14         3470.52         0.140282        1.00162         55.4871         1.77807         
W299    3474.87         3480.52         0.134636        0.998375        64.2773         1.52029         
W300    3473.46         3469.95         0.146779        1.00101         50.7882         0.808633        
W301    3471.91         3436.29         0.136171        1.01036         59.4584         0.818523        
W302    3470.22         10414.6         0.131208        0.5             200             2.01376         
W303    3468.4          3436.48         0.137729        1.00929         54.6276         1.55973         
W304    3466.43         3489.81         0.137978        0.993302        42.054          1.71814         
W305    3464.33         3378.38         0.144934        1.02544         120.121         1.22224         
W306    3462.1          3448.39         0.148721        1.00397         32.5355         3.13163         
W307    3463.21         3462.36         0.145569        1.00024         199.145         1.95064         
W308    3465.45         3622.63         0.13952         0.956612        32.3498         4.80527         
W309    3467.55         3080            0.0931187       1.12583         85.9826         2.88562         
W310    3469.52         3466.98         0.130959        1.00073         45.6558         2.65803         
W311    3471.34         3488.47         0.133835        0.99509         23.0454         3.77629         
W312    3473.03         3478.69         0.136915        0.998375        101.65          0.792127        
W313    3474.58         3498.1          0.135651        0.993277        45.4274         0.337551        
W314    3475.99         3451.93         0.144177        1.00697         55.8061         2.38343         
W315    3477.27         3482.64         0.145906        0.998457        67.7843         3.07039         
W316    3478.4          3476.02         0.138062        1.00069         74.7698         3.38087         
W317    3479.39         3485.11         0.130823        0.998359        59.0359         0.907851        
W318    3480.24         3478.94         0.134603        1.00037         64.1944         0.157187        
W319    3480.95         3473.04         0.140983        1.00228         70.9073         1.2198          
W320    3481.51         3491.38         0.121432        0.997176        81.8661         0.531202        
W321    3481.94         3481.26         0.132703        1.00019         73.892          2.74292         
W322    3482.22         3479.98         0.132146        1.00064         90.383          1.7323          
W323    3482.37         3484.97         0.131009        0.999252        76.31           2.27459         
W324    3482.37         3492.65         0.133362        0.997055        51.3466         4.24823         
W325    3482.22         3481.56         0.130816        1.00019         68.1567         1.09511         
W326    3481.94         3481.62         0.13994         1.00009         68.8201         1.08581         
W327    3481.51         3486.18         0.141096        0.998661        71.8261         0.719509        
W328    3480.95         3491            0.129055        0.99712         65.9387         0.344832        
W329    3480.24         3478.65         0.136536        1.00046         78.6518         3.47483         
W330    3479.39         3499.06         0.146855        0.994377        49.312          3.25063         
W331    3478.4          3479.79         0.14225         0.9996          74.6463         0.933122        
W332    3477.27         3484.02         0.131387        0.998061        76.9811         0.323573        
W333    3475.99         3458.18         0.162024        1.00515         63.0138         2.35376         
W334    3474.58         3475.89         0.144409        0.999624        78.373          0.994443        
W335    3473.03         3477.01         0.134982        0.998856        30.5946         0.739632        
W336    3471.34         3224.35         0.117919        1.0766          53.3219         1.39119         
W337    3469.52         3511.49         0.142892        0.988047        39.9136         1.61248         
W338    3467.55         3411.72         0.149073        1.01636         52.7535         0.295063        
W339    3465.45         3454.44         0.137393        1.00319         49.2721         1.41084         
W340    3463.21         3470            0.142472        0.998044        35.763          0.439287        
W341    3464.19         3582.14         0.142899        0.967072        45.6742         2.0773          
W342    3466.43         4290.35         0.127923        0.807959        3.3658          2.13322e-06     
W343    3468.53         3534.96         0.13903         0.981208        148.077         2.52356         
W344    3470.5          3592.61         0.142959        0.96601         80.7338         2.83617         
W345    3472.33         3481.85         0.14166         0.997266        39.0547         1.64            
W346    3474.02         3478.78         0.144529        0.998631        71.1711         1.87312         
W347    3475.57         3494.36         0.123434        0.994623        48.8142         1.42448         
W348    3476.98         3461.37         0.133113        1.00451         83.0035         0.472339        
W349    3478.25         3485.56         0.132017        0.997903        53.3562         4.00694         
W350    3479.39         3470.07         0.140273        1.00268         65.5994         0.243344        
W351    3480.38         3474.39         0.14334         1.00172         72.968          1.02093         
W352    3481.23         3480.12         0.136022        1.00032         53.068          2.54037         
W353    3481.94         3488.9          0.119896        0.998005        61.941          0.874635        
W354    3482.51         3472.06         0.146864        1.00301         77.3586         3.90209         
W355    3482.93         3480.06         0.136908        1.00083         80.6556         1.42478         
W356    3483.22         3477.35         0.136149        1.00169         70.8403         1.02007         
W357    3483.36         3480.57         0.136406        1.0008          73.6579         0.0943774       
W358    3483.36         3479.17         0.142869        1.0012          68.4584         0.186334        
W359    3483.22         3482.25         0.140013        1.00028         69.1986         2.52495         
W360    3482.93         3489.48         0.136231        0.998124        70.1367         6.18576         
W361    3482.51         3478.78         0.151725        1.00107         74.0069         1.69767         
W362    3481.94         3484.28         0.133395        0.999328        68.4904         0.670724        
W363    3481.23         3475.71         0.133723        1.00159         61.2061         0.463913        
W364    3480.38         3489.08         0.128748        0.997506        45.3421         1.81412         
W365    3479.39         3497.54         0.14172         0.994811        34.6181         1.61791         
W366    3478.25         3443.63         0.155832        1.01005         86.3681         0.522842        
W367    3476.98         3329.08         0.13438         1.04443         98.2842         3.03381         
W368    3475.57         3462.47         0.13979         1.00378         44.3651         3.07082         
W369    3474.02         3460.41         0.136989        1.00393         55.9051         1.35269         
W370    3472.33         3465.21         0.123212        1.00205         22.1017         3.32221         
W371    3470.5          3461.61         0.135883        1.00257         37.2989         1.14891         
W372    3468.53         3485.2          0.13367         0.995218        16.7917         1.6514          
W373    3466.43         3487.05         0.132866        0.994086        34.7738         1.85877         
W374    3464.19         3473.34         0.143676        0.997364        41.9346         1.35395         
W375    3465.03         3582.71         0.142157        0.967153        45.3212         1.683           
W376    3467.27         3546.27         0.135111        0.977723        63.1756         1.33382         
W377    3469.37         100750          0.0820534       0.5             199.968         0.368786        
W378    3471.34         3360.69         0.134756        1.03293         51.106          0.246862        
W379    3473.17         3473.13         0.139204        1.00001         36.1314         1.35263         
W380    3474.86         3494.61         0.140342        0.99435         42.5952         3.09262         
W381    3476.42         3500.07         0.132601        0.99324         28.847          0.596569        
W382    3477.83         3470.73         0.137522        1.00205         51.4437         0.00483941      
W383    3479.1          3467.65         0.137605        1.0033          73.578          1.00069         
W384    3480.23         3473.65         0.138711        1.00189         64.4277         2.11889         
W385    3481.23         3482.58         0.136586        0.999612        69.7753         0.06884         
W386    3482.08         3479.77         0.14268         1.00066         66.7259         0.397699        
W387    3482.79         3478.69         0.144091        1.00118         78.5566         5.99458         
W388    3483.36         3488.16         0.12944         0.998623        61.6529         0.921           
W389    3483.78         3484.42         0.130305        0.999817        67.0539         1.00558         
W390    3484.07         3489.67         0.136089        0.998394        74.2875         4.51903         
W391    3484.21         3486.31         0.136562        0.999397        60.6777         4.20908         
W392    3484.21         3486.5          0.132407        0.999341        79.4818         2.70342         
W393    3484.07         3482.94         0.139423        1.00032         81.8227         2.56255         
W394    3483.78         3482.49         0.137083        1.00037         70.586          1.37367         
W395    3483.36         3481.09         0.134833        1.00065         69.6613         1.2929          
W396    3482.79         3483.02         0.136476        0.999932        72.9882         2.62784         
W397    3482.08         3488.13         0.121867        0.998264        64.9066         0.743879        
W398    3481.23         3497.91         0.110252        0.99523         65.4319         1.15022         
W399    3480.23         3466.16         0.147562        1.00406         71.4278         0.735647        
W400    3479.1          3539.59         0.133239        0.982912        83.6922         1.87085         
W401    3477.83         3345.53         0.12839         1.03954         50.1498         0.674502        
W402    3476.42         3467.54         0.125495        1.00256         63.1815         0.603856        
W403    3474.86         3452.77         0.132382        1.0064          67.8733         0.628982        
W404    3473.17         3473.67         0.134891        0.999856        45.0025         2.78765         
W405    3471.34         3457.07         0.143723        1.00413         40.2706         2.68061         
W406    3469.37         3477.35         0.137971        0.997707        26.0263         0.222203        
W407    3467.27         3490            0.140562        0.993487        57.3619         1.76904         
W408    3465.03         3480.64         0.147105        0.995513        73.404          3.80094         
W409    3465.73         3496.69         0.139767        0.991144        51.3374         0.964006        
W410    3467.97         3376.15         0.12754         1.0272          53.2224         1.85699         
W411    3470.07         3480.07         0.132925        0.997127        40.9314         2.38159         
W412    3472.04         3432.96         0.137903        1.01138         104.946         1.09191         
W413    3473.87         3471.77         0.130129        1.00061         56.1919         1.44738         
W414    3475.57         3478.22         0.136111        0.999237        58.19           5.06897         
