Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W46     3467.3          3476.86         0.143316        0.997249        53.7711         2.37256         
W47     3468            3472.15         0.141885        0.998803        25.7553         1.09835         
W48     3468.56         2369.92         0.0760147       1.46357         85.7341         1.77565         
W49     3468.98         3475.37         0.153685        0.998161        36.1443         0.479794        
W50     3469.26         3462.52         0.158538        1.00195         56.4461         0.75004         
W51     3469.4          3470.54         0.143841        0.999672        67.052          5.0575          
W52     3469.4          3441.31         0.152896        1.00816         58.9691         0.976126        
W53     3469.26         3471.04         0.143451        0.999486        58.5889         1.98702         
W54     3468.98         3493.83         0.140894        0.992888        58.9555         1.32546         
W55     3468.56         3278.78         0.113379        1.05788         7.8254          2.26169         
W56     3468            3489.28         0.130596        0.993902        61.2288         4.52068         
W57     3467.3          3486.37         0.135179        0.994529        98.6856         2.21546         
W58     3466.46         3468.94         0.14917         0.999284        71.8186         2.64344         
W59     3465.47         3515.57         0.135229        0.98575         47.5467         3.30252         
W60     3464.35         3523.3          0.128773        0.983269        34.6704         1.7701          
W61     3463.1          3468.87         0.141969        0.998336        36.7294         0.607658        
W62     3461.7          3512.79         0.149194        0.985457        26.4032         0.864149        
W63     3460.17         3485.53         0.146024        0.992722        33.7106         4.62257         
W64     3458.49         3517.94         0.136816        0.983101        40.8418         3.01033         
W65     3456.69         3571.78         0.139723        0.967776        31.0153         0.890116        
W66     3454.74         3526.78         0.14857         0.979573        41.919          0.473214        
W67     3452.66         3430.56         0.159495        1.00644         42.8146         0.569073        
W68     3450.45         3659.34         0.145272        0.942915        26.1908         1.8596          
W69     3452.52         3663.18         0.144895        0.942493        33.9733         2.10232         
W70     3454.74         3510            0.153942        0.984255        42.0831         0.668693        
W71             3456.82         3472.96         0.995352        206.09          1.22083         
W72             3458.77         3481.64         0.993431        163.113         1.12048         
W73     3460.58         3439.84         0.128657        1.00603         43.1225         3.56313         
W74             3462.25         3469.62         0.997876        80.243          0.839376        
W75             3463.79         3503.51         0.988663        350.213         0.866189        
W76             3465.19         3487.62         0.993568        63.1924         1.35223         
W77     3466.45         3436.73         0.148296        1.00865         45.8916         2.99127         
W78     3467.57         3587.38         0.141988        0.966604        77.9655         3.66852         
W79     3468.55         3486.83         0.160356        0.994758        16.2694         0.788791        
W80     3469.4          3441.32         0.15852         1.00816         78.9721         1.73794         
W81     3470.1          3470.91         0.152142        0.999767        60.9689         1.15129         
W82     3470.66         3457.83         0.150328        1.00371         47.091          0.241976        
W83     3471.08         3477.41         0.143683        0.998179        18.511          0.167677        
W84     3471.36         3466.74         0.144097        1.00133         52.7425         1.53772         
W85     3471.51         3469.48         0.14111         1.00058         41.8069         2.17142         
W86     3471.51         3486.39         0.151009        0.99573         21.5389         0.761425        
W87     3471.36         3476.71         0.140204        0.998461        55.121          0.93647         
W88     3471.08         3462.17         0.145402        1.00257         91.0374         2.16213         
W89     3470.66         3490.32         0.130205        0.994368        51.9639         0.779979        
W90     3470.1          3476.5          0.139209        0.99816         48.5878         2.56489         
W91     3469.4          3481.74         0.140903        0.996454        35.7901         1.07586         
W92     3468.55         3474.44         0.134023        0.998307        21.5735         1.41524         
W93     3467.57         3467.36         0.14053         1.00006         24.4934         2.42903         
W94     3466.45         3471.01         0.15196         0.998687        27.5466         3.37069         
W95             3465.19         3463.09         1.00061         98.185          1.84769         
W96             3463.79         3477.25         0.996128        127.762         0.998711        
W97             3462.25         3404.76         1.01689         194.03          0.849691        
W98             3460.58         3470.7          0.997083        257.008         0.754106        
W99             3458.77         3431.68         1.00789         211.998         0.714084        
W100            3456.82         3412.54         1.01298         130.164         0.841365        
W101    3454.74         3731.66         0.149268        0.925792        3.72774         1.17861         
W102    3452.52         123152          0.152761        0.5             199.914         3.88815         
W103    3454.46         3780.88         0.138047        0.913665        36.6995         5.45121         
W104    3456.68         3642.45         0.132235        0.948997        32.4043         0.516807        
W105            3458.77         3461.87         0.999106        78.0265         1.1719          
W106            3460.72         3447.89         1.00372         249.306         0.745968        
W107            3462.53         3461.77         1.00022         85.9474         0.430368        
W108            3464.21         3479.18         0.995697        53.2542         2.1753          
W109    3465.75         3448.25         0.130082        1.00507         39.3694         4.00745         
W110    3467.15         3469.37         0.127961        0.99936         33.283          0.470341        
W111    3468.41         3468.86         0.132565        0.99987         32.0896         0.0782814       
W112    3469.53         3463.04         0.133282        1.00187         37.7858         3.07005         
W113    3470.52         3462.03         0.149718        1.00245         36.6769         0.757921        
W114    3471.36         3470.86         0.132229        1.00014         61.0436         0.472002        
W115    3472.06         3472.71         0.13593         0.999814        68.2596         9.4412          
W116    3472.63         3473.39         0.132867        0.999781        77.2437         1.59379         
W117    3473.05         3479.69         0.143538        0.998093        29.3139         1.06688         
W118    3473.33         3472.16         0.1276          1.00034         44.1907         2.47665         
W119    3473.47         3460.23         0.140797        1.00383         49.5564         1.22436         
W120    3473.47         3473.13         0.132424        1.0001          69.5071         0.976673        
W121    3473.33         3474.82         0.131513        0.999572        46.0789         0.939692        
W122    3473.05         3475.02         0.134345        0.999433        61.7577         0.827276        
W123    3472.63         3472.59         0.137768        1.00001         76.8724         1.90611         
W124    3472.06         3469.33         0.138904        1.00079         42.1598         3.27885         
W125    3471.36         3499.7          0.134496        0.991903        23.0879         1.46508         
W126    3470.52         3471.89         0.136095        0.999605        48.5108         0.120256        
W127    3469.53         3485.01         0.139326        0.995558        31.4383         0.423041        
W128    3468.41         3470.5          0.124432        0.999397        59.1137         0.223252        
W129    3467.15         3466.18         0.145124        1.00028         61.2172         2.63722         
W130            3465.75         3457.14         1.00249         109.234         1.16444         
W131            3464.21         3468.69         0.99871         104.519         1.04953         
W132            3462.53         3471.85         0.997317        117.754         0.914589        
W133    3460.72         3456.06         0.135514        1.00135         60.7788         3.34879         
W134            3458.77         3436.04         1.00661         221.759         1.24997         
W135    3456.68         3554.04         0.145341        0.972606        45.7611         1.19126         
W136    3454.46         3685.72         0.16045         0.937253        6.37331         0.823388        
W137    3456.26         3691.94         0.142092        0.936162        3.57556         1.24462         
W138    3458.48         3889.9          0.139019        0.889094        1.3866          8.91874e-07     
W139            3460.57         3437.14         1.00682         88.3523         1               
W140    3462.53         3440.31         0.135852        1.00646         62.8202         1.09426         
W141            3464.34         3455.3          1.00262         151.143         1.18047         
W142    3466.02         3478.97         0.142356        0.996278        21.9236         0.740139        
W143    3467.57         3454.89         0.131814        1.00367         102.984         0.546994        
W144    3468.97         3505.42         0.129784        0.9896          80.541          2.69075         
W145    3470.23         3468.04         0.134741        1.00063         21.7315         0.885108        
W146    3471.36         3466.93         0.135064        1.00128         49.11           0.483862        
W147    3472.34         3498.34         0.140409        0.992568        39.5167         2.92383         
W148    3473.19         3501.61         0.138859        0.991882        28.8695         1.84976         
W149    3473.89         3474.14         0.13433         0.999929        59.8406         2.44961         
W150    3474.46         3468.4          0.141927        1.00175         63.6978         0.520925        
W151    3474.88         3474.36         0.149049        1.00015         70.0471         0.564155        
W152    3475.16         3463.22         0.138358        1.00345         69.9556         1.82152         
W153    3475.3          3474.05         0.146276        1.00036         55.5889         1.97331         
W154    3475.3          3469.64         0.141206        1.00163         47.6324         2.75624         
W155    3475.16         3476.36         0.134195        0.999656        83.5592         1.14111         
W156    3474.88         3474.15         0.142719        1.00021         57.6178         1.77707         
W157    3474.46         3474.85         0.143303        0.999887        54.4474         1.24927         
W158    3473.89         3475.6          0.155847        0.999509        81.7208         2.92311         
W159    3473.19         3472.76         0.133768        1.00012         56.262          3.56067         
W160    3472.34         3452.42         0.136644        1.00577         77.0306         1.51502         
W161    3471.36         3466.45         0.144058        1.00142         52.5779         1.27795         
W162    3470.23         3469.62         0.135113        1.00018         65.2711         0.705825        
W163    3468.97         3459.2          0.136164        1.00282         60.7566         1.25709         
W164    3467.57         3439.08         0.137432        1.00828         147.874         0.326925        
W165    3466.02         3453.32         0.124129        1.00368         34.0445         1.07559         
W166            3464.34         3459.57         1.00138         72.668          0.862506        
W167    3462.53         3448.92         0.149542        1.00394         42.7698         1.85391         
W168            3460.57         3441.1          1.00566         254.968         0.814833        
W169    3458.48         3599.98         0.12805         0.960695        36.6178         2.06017         
W170    3456.26         3818.82         0.147983        0.905058        5.81924         3.42247e-05     
W171    3457.92         3524.71         0.138009        0.981051        35.8465         0.339234        
W172    3460.15         3467.05         0.13134         0.99801         72.5566         2.12535         
W173            3462.24         3453.48         1.00254         96.5437         1.98005         
W174            3464.2          3474.96         0.996902        99.973          0.855341        
W175    3466.02         3467.74         0.13443         0.999504        43.7846         3.63233         
W176    3467.7          3446.19         0.14764         1.00624         102.863         5.21693         
W177    3469.25         3471.97         0.13835         0.999216        68.0731         2.20957         
W178    3470.65         3471.73         0.139347        0.999691        60.9253         1.00637         
W179    3471.92         3467.56         0.141812        1.00126         61.791          0.248318        
W180    3473.04         3474.37         0.139216        0.999618        79.6886         2.59876         
W181    3474.03         3479.78         0.143539        0.998348        41.6828         1.50193         
W182    3474.88         3467.99         0.137856        1.00199         58.3136         0.0943749       
W183    3475.58         3479.64         0.148753        0.998835        37.3581         0.237825        
W184    3476.15         3493.96         0.138449        0.994902        28.9412         2.59325         
W185    3476.57         3495.9          0.142519        0.99447         31.6817         2.10735         
W186    3476.85         3488.92         0.126745        0.996543        42.2628         1.93664         
W187    3476.99         3483.38         0.152853        0.998168        51.872          2.26661         
W188    3476.99         3480.58         0.145514        0.99897         53.9355         4.60896         
W189    3476.85         3477.38         0.14948         0.999849        69.1132         1.17721         
W190    3476.57         3476.38         0.133029        1.00005         55.1837         1.70247         
W191    3476.15         3477.65         0.134953        0.999568        56.7976         0.823574        
W192    3475.58         3460.29         0.138832        1.00442         61.1857         0.57558         
W193    3474.88         3472.7          0.133903        1.00063         74.4283         1.59643         
W194    3474.03         3475.91         0.134949        0.999458        44.1167         2.87136         
W195    3473.04         3478.65         0.137329        0.998388        53.9009         0.709729        
W196    3471.92         3471.74         0.143969        1.00005         75.4292         1.65565         
W197    3470.65         3493.98         0.130627        0.993322        30.4696         0.327592        
W198    3469.25         156351          0.143884        0.5             199.991         1.53793         
W199    3467.7          3458.01         0.137051        1.0028          35.9965         0.653939        
W200            3466.02         3419.79         1.01352         173.616         1.00223         
W201            3464.2          3405.46         1.01725         98.1027         1.54492         
W202            3462.24         3430.41         1.00928         131.259         1.92057         
W203    3460.15         3497.94         0.139693        0.989196        40.8571         1.80749         
W204    3457.92         3551.92         0.145256        0.973536        70.2188         0.931356        
W205    3459.45         3653.75         0.155298        0.946823        82.0858         4.35581         
W206    3461.68         3495.04         0.138684        0.990456        42.6921         3.23637         
W207    3463.78         3462.41         0.136276        1.0004          73.5115         3.11308         
W208    3465.74         3459.37         0.135916        1.00184         53.275          1.54868         
W209    3467.56         3462.57         0.12675         1.00144         85.9094         1.70159         
W210    3469.24         3467.82         0.154702        1.00041         87.8517         1.97932         
W211    3470.79         3468            0.141399        1.0008          62.766          4.14436         
W212    3472.2          3471.42         0.148755        1.00022         50.258          0.285911        
W213    3473.46         3465.67         0.136104        1.00225         54.0712         0.75103         
W214    3474.59         3475.93         0.13204         0.999616        43.2347         1.37387         
W215    3475.58         3469.67         0.157291        1.0017          76.6165         0.630396        
W216    3476.43         3475.54         0.136211        1.00025         94.4018         2.71589         
W217    3477.13         3476.24         0.127228        1.00026         48.8282         1.85994         
W218    3477.7          3478.62         0.129392        0.999734        67.9066         0.33907         
W219    3478.12         3468.04         0.147891        1.00291         133.314         2.51069         
W220    3478.41         3478.52         0.128193        0.999966        50.8672         1.49596         
W221    3478.55         3480.77         0.137843        0.999362        48.8209         3.60542         
W222    3478.55         3479.37         0.143976        0.999763        46.7853         4.03269         
W223    3478.41         3477.61         0.139967        1.00023         61.3096         1.01809         
W224    3478.12         3463.16         0.135745        1.00432         75.7009         0.907579        
W225    3477.7          3476.98         0.144654        1.00021         80.5482         0.592948        
W226    3477.13         3474.74         0.143817        1.00069         65.3117         0.469334        
W227    3476.43         3484.49         0.149156        0.997684        35.3823         0.764148        
W228    3475.58         3484.42         0.137875        0.997462        31.4384         1.68422         
W229    3474.59         3472.61         0.146713        1.00057         75.3395         1.96646         
W230    3473.46         3461.47         0.148618        1.00346         57.8278         1.65609         
W231    3472.2          3471.9          0.142834        1.00008         49.0002         2.2728          
W232    3470.79         3458.19         0.144147        1.00364         58.3541         0.44413         
W233    3469.24         3465.84         0.153502        1.00098         63.1924         0.716437        
W234            3467.56         3389.6          1.023           282.164         1.79866         
W235    3465.74         2317.34         0.064925        1.49557         38.6118         0.561817        
W236            3463.78         3434.81         1.00843         138.113         0.86858         
W237    3461.68         239887          0.131709        0.5             199.999         1.3472          
W238    3459.45         3776.14         0.184603        0.916135        43.9782         1.83819         
W239    3460.84         3737.38         0.138569        0.926008        60.3391         1.88375         
W240    3463.08         3593.85         0.130191        0.963611        40.6343         1.67219         
W241            3465.17         3470.44         0.998483        127.674         0.634036        
W242    3467.14         3490.96         0.141426        0.993176        54.9265         2.95524         
W243    3468.96         3496.09         0.144753        0.99224         35.5184         0.771182        
W244    3470.65         3471.89         0.134303        0.999643        54.9018         2.14873         
W245    3472.19         3472.73         0.129472        0.999847        86.3866         1.44722         
W246    3473.6          3473.25         0.139194        1.0001          53.6109         1.66085         
W247    3474.87         3473.38         0.137137        1.00043         67.4185         0.384498        
W248    3476            3479.38         0.151761        0.99903         54.083          3.48992         
W249    3476.99         3479.2          0.148882        0.999363        68.383          0.68547         
W250    3477.84         3477.64         0.141436        1.00006         53.453          2.34849         
W251    3478.54         3454.84         0.143034        1.00686         75.2024         0.68813         
W252    3479.11         3498.62         0.138464        0.994423        60.2836         1.68615         
W253    3479.53         3475.92         0.143707        1.00104         67.0299         1.90553         
W254    3479.82         3479.82         0.149789        0.999999        58.0762         2.14367         
W255    3479.96         3479.24         0.148248        1.00021         59.3405         0.374588        
W256    3479.96         3494.36         0.139226        0.995879        44.6786         4.49674         
W257    3479.82         3474.75         0.142551        1.00146         71.3749         5.47425         
W258    3479.53         3477.2          0.152285        1.00067         68.6777         2.77947         
W259    3479.11         3480            0.15664         0.999744        73.0545         0.528453        
W260    3478.54         3491.54         0.14399         0.996277        36.9873         1.43603         
W261    3477.84         3464.32         0.146231        1.0039          66.1458         0.787119        
W262    3476.99         3479.44         0.141314        0.999295        53.9036         0.228496        
W263    3476            3475.85         0.144737        1.00004         68.0262         0.533854        
W264    3474.87         3478.81         0.132406        0.998868        49.8622         1.6494          
W265    3473.6          3470.65         0.146212        1.00085         56.7127         0.425022        
W266    3472.19         3485.57         0.136872        0.996163        64.013          1.00483         
W267    3470.65         3524.99         0.173007        0.984584        75.197          0.749341        
W268    3468.96         149431          0.171405        0.5             199.991         0.797516        
W269            3467.14         3377.61         1.02651         222.166         1.72535         
W270    3465.17         3419.76         0.13577         1.01328         48.4435         2.33608         
W271    3463.08         3447.73         0.150769        1.00445         45.8552         0.577599        
W272    3460.84         4407.2          0.150471        0.785269        73.4736         1.81616         
W273    3462.1          3796.63         0.158388        0.911886        41.2606         1.91317         
W274    3464.33         3456.24         0.14032         1.00234         50.1383         1.95953         
W275            3466.43         3537.46         0.97992         278.703         1.26512         
W276    3468.4          3469.7          0.146457        0.999624        42.798          0.67715         
W277    3470.22         3478.82         0.138692        0.997528        35.0368         1.83977         
W278    3471.91         3474.74         0.138329        0.999185        59.7974         0.679433        
W279    3473.46         3473.98         0.143455        0.999849        67.1552         1.21336         
W280    3474.87         3472.89         0.141174        1.00057         71.3788         3.03687         
W281    3476.14         3479.63         0.148481        0.998996        58.0191         1.69105         
W282    3477.27         3477.52         0.15046         0.999928        69.4464         0.463036        
W283    3478.26         3482.42         0.162326        0.998806        64.0592         1.71794         
W284    3479.11         3479.8          0.149294        0.9998          63.4025         0.533943        
W285    3479.82         3493.52         0.160798        0.996078        47.5001         0.18536         
W286    3480.38         3477.83         0.134105        1.00073         63.3849         0.410795        
W287    3480.81         3482.74         0.130326        0.999446        60.594          4.67942         
W288    3481.09         3481.47         0.141472        0.999892        69.2917         1.98304         
W289    3481.23         3481.1          0.139708        1.00004         92.0214         2.72047         
W290    3481.23         3482.95         0.143546        0.999508        63.7278         1.38348         
W291    3481.09         3490.03         0.139865        0.99744         56.1026         1.13989         
W292    3480.81         3480.09         0.156195        1.00021         85.2563         1.90332         
W293    3480.38         3479.47         0.143657        1.00026         79.0682         2.78357         
W294    3479.82         3475.11         0.157796        1.00135         89.8433         2.60495         
W295    3479.11         3475.78         0.146292        1.00096         70.8061         0.502687        
W296    3478.26         3478.15         0.142382        1.00003         55.4058         2.88698         
W297    3477.27         3477.12         0.12787         1.00004         58.7866         1.2448          
W298    3476.14         3475.32         0.140553        1.00023         54.3753         4.23478         
W299    3474.87         3476.36         0.134274        0.99957         63.66           1.43116         
W300    3473.46         3479.76         0.146847        0.99819         45.0435         0.105754        
W301    3471.91         3479.1          0.139473        0.997932        115.069         1.07244         
W302    3470.22         3236.34         0.111184        1.07227         22.5751         1.11068         
W303    3468.4          3512.7          0.14254         0.987386        31.1087         2.94761         
W304    3466.43         3483.69         0.137054        0.995047        43.5354         0.793716        
W305    3464.33         3388.07         0.148622        1.02251         14.2591         0.904129        
W306    3462.1          3474.52         0.148721        0.996424        21.5107         0.699887        
W307    3463.21         3575.3          0.145569        0.968649        47.5441         1.34042         
W308    3465.45         3475.81         0.13952         0.99702         36.374          2.95579         
W309    3467.55         3141.14         0.104836        1.10391         45.148          3.83919         
W310    3469.52         3465.87         0.131062        1.00105         42.5776         0.14782         
W311    3471.34         3490.79         0.133616        0.99443         20.1815         4.80246         
W312    3473.03         3477.77         0.136916        0.998639        87.14           1.30522         
W313    3474.58         3472.81         0.134546        1.00051         58.5025         1.01855         
W314    3475.99         3476.01         0.145552        0.999995        56.7002         3.11137         
W315    3477.27         3476.05         0.145525        1.00035         48.6759         1.08585         
W316    3478.4          3479.08         0.138124        0.999804        76.8134         3.18543         
W317    3479.39         3478.82         0.130512        1.00016         67.8806         0.330408        
W318    3480.24         3480.59         0.134745        0.999899        75.2744         1.50147         
W319    3480.95         3480.19         0.141479        1.00022         70.649          2.04009         
W320    3481.51         3485.4          0.120791        0.998885        74.5881         0.720939        
W321    3481.94         3481.74         0.132752        1.00006         74.768          2.77888         
W322    3482.22         3481.96         0.132285        1.00007         99.0767         0.527707        
W323    3482.37         3483.04         0.130829        0.999807        74.5522         2.57047         
W324    3482.37         3486.78         0.133181        0.998734        56.9337         3.06261         
W325    3482.22         3479.36         0.130885        1.00082         78.6019         1.1034          
W326    3481.94         3482.19         0.139984        0.999929        67.0495         0.428677        
W327    3481.51         3480.74         0.140846        1.00022         71.798          0.706041        
W328    3480.95         3474.47         0.128566        1.00186         77.7345         0.915129        
W329    3480.24         3479.94         0.136669        1.00009         82.8948         2.38264         
W330    3479.39         3500.74         0.147011        0.9939          45.4787         4.12572         
W331    3478.4          3479.74         0.142223        0.999615        74.506          1.43839         
W332    3477.27         3489.49         0.13133         0.996497        80.7629         1.03117         
W333    3475.99         3485.98         0.163142        0.997135        75.4902         3.19682         
W334    3474.58         3465.2          0.142816        1.00271         67.2964         0.589012        
W335    3473.03         3513.88         0.13633         0.988375        72.7045         4.78812         
W336    3471.34         3480.77         0.131701        0.997291        37.5877         0.966719        
W337    3469.52         3486.58         0.139952        0.995106        54.0872         2.67182         
W338    3467.55         3468.7          0.151513        0.999668        34.4449         0.107609        
W339    3465.45         3473.36         0.137831        0.997722        54.3274         0.86794         
W340    3463.21         3478            0.142472        0.995749        40.9341         0.896573        
W341    3464.19         3511.33         0.142899        0.986575        47.6355         2.98865         
W342    3466.43         2798.01         0.103356        1.23889         87.1705         0.812797        
W343            3468.53         3314.48         1.04648         146.493         1.21682         
W344    3470.5          3463.02         0.14079         1.00216         54.4363         1.53927         
W345    3472.33         3473.31         0.141546        0.999716        42.9221         1.26006         
W346    3474.02         3472.22         0.144415        1.00052         71.957          1.81356         
W347    3475.57         3465.7          0.122475        1.00285         55.3074         0.586717        
W348    3476.98         3477.82         0.133956        0.999759        66.5347         1.45722         
W349    3478.25         3477.24         0.131408        1.00029         62.4452         0.60063         
W350    3479.39         3479.39         0.140899        0.999998        73.1701         1.4488          
W351    3480.38         3480.65         0.143641        0.999923        76.2324         0.419559        
W352    3481.23         3482.08         0.136046        0.999756        51.525          1.46822         
W353    3481.94         3486.18         0.119633        0.998783        62.9067         0.593966        
W354    3482.51         3481.83         0.147514        1.00019         71.9119         0.600007        
W355    3482.93         3486.8          0.136975        0.998892        65.8709         1.3332          
W356    3483.22         3481.74         0.136386        1.00042         69.5782         0.300413        
W357    3483.36         3483.12         0.136553        1.00007         69.9298         0.984653        
W358    3483.36         3483.37         0.143128        0.999996        71.756          0.171874        
W359    3483.22         3483.32         0.140085        0.99997         69.1269         2.70997         
W360    3482.93         3482.99         0.135846        0.999983        69.6526         1.40768         
W361    3482.51         3481.68         0.151857        1.00024         70.1438         1.39855         
W362    3481.94         3478.93         0.133348        1.00087         77.5233         0.782901        
W363    3481.23         3480.76         0.134082        1.00013         68.4157         0.386579        
W364    3480.38         3479.58         0.128513        1.00023         59.2564         0.378723        
W365    3479.39         3483.85         0.141999        0.998719        69.5475         3.39767         
W366    3478.25         3493.63         0.15784         0.9956          70.1787         0.177439        
W367    3476.98         3462.82         0.139941        1.00409         72.3414         2.29756         
W368    3475.57         3486.39         0.140481        0.996896        56.7793         0.643346        
W369    3474.02         3479.09         0.137282        0.998543        46.7598         1.35079         
W370    3472.33         3471.79         0.123576        1.00016         44.359          0.13019         
W371    3470.5          3468.48         0.136364        1.00058         44.5034         0.913648        
W372    3468.53         3469.7          0.133031        0.999664        25.3088         0.695901        
W373    3466.43         3479.65         0.132081        0.996201        28.4375         1.77754         
W374    3464.19         3475.21         0.143676        0.996829        37.9484         2.13845         
W375    3465.03         3466.5          0.142157        0.999576        95.5823         1.71659         
W376    3467.27         3482.75         0.135111        0.995555        74.4054         0.643467        
W377    3469.37         1656.41         0.0410267       2               199.998         0.477785        
W378    3471.34         3484.84         0.134928        0.996126        39.4707         2.17794         
W379    3473.17         3467.48         0.139632        1.00164         41.9656         0.523276        
W380    3474.86         3473.87         0.13894         1.00029         41.0929         7.41253         
W381    3476.42         3471.81         0.132574        1.00133         68.6381         0.551596        
W382    3477.83         3479.62         0.138197        0.999486        64.4675         0.637316        
W383    3479.1          3478            0.138299        1.00032         80.6939         0.233296        
W384    3480.23         3478.29         0.139039        1.00056         69.0984         1.9935          
W385    3481.23         3481.32         0.136493        0.999975        69.6201         0.734661        
W386    3482.08         3481.74         0.142865        1.0001          63.0634         1.50534         
W387    3482.79         3483.18         0.144257        0.999888        75.388          5.92663         
W388    3483.36         3478.55         0.129222        1.00138         75.366          2.16981         
W389    3483.78         3483.39         0.130273        1.00011         67.3521         0.251426        
W390    3484.07         3480.79         0.135859        1.00094         90.4948         3.08727         
W391    3484.21         3484            0.136624        1.00006         64.5604         3.52386         
W392    3484.21         3484.49         0.132297        0.99992         79.9141         1.43341         
W393    3484.07         3484.01         0.139496        1.00002         82.6467         2.60433         
W394    3483.78         3483.59         0.137165        1.00005         71.0339         2.13324         
W395    3483.36         3483.13         0.134956        1.00006         70.9699         1.77595         
W396    3482.79         3482.94         0.136445        0.999957        74.4161         2.81441         
W397    3482.08         3481.93         0.1217          1.00004         68.6334         0.939813        
W398    3481.23         3482.74         0.10962         0.999566        62.4149         0.519361        
W399    3480.23         3479.85         0.148554        1.00011         71.7923         1.71981         
W400    3479.1          3488.01         0.12843         0.997447        69.0946         0.577377        
W401    3477.83         3132.6          0.135794        1.1102          199.773         1.65984         
W402    3476.42         3486.33         0.125637        0.997155        91.5879         4.21894         
W403    3474.86         3476.36         0.133555        0.999569        62.8578         1.05992         
W404    3473.17         3485.19         0.134605        0.996551        32.565          3.99451         
W405    3471.34         3468.68         0.144245        1.00077         34.5489         1.17722         
W406    3469.37         3464.25         0.137655        1.00148         33.2595         0.364585        
W407    3467.27         3471.56         0.139646        0.998764        55.9442         1.24442         
W408    3465.03         3468.33         0.147105        0.999048        84.5506         4.59163         
W409    3465.73         3545.09         0.139767        0.977613        15.1283         1.30977         
W410    3467.97         3464.44         0.131009        1.00102         17.6146         1.94837         
W411    3470.07         3476.46         0.132544        0.998163        23.9531         0.420022        
W412    3472.04         3466.38         0.138599        1.00163         104.695         1.82196         
W413    3473.87         3474.35         0.130159        0.999864        62.0027         0.504103        
W414    3475.57         3481            0.1358          0.998438        52.5994         0.323448        
W415    3477.12         3477.6          0.130072        0.999862        73.3098         4.18277         
W416    3478.53         3477.4          0.122752        1.00033         59.6042         0.718177        
W417    3479.81         3481.44         0.177042        0.999532        40.6197         0.55436         
