Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W100    3456.82         3217.2          0.129915        1.07448         36.6946         2.28332         
W101    3454.74         3418.72         0.149448        1.01054         87.1001         1.48182         
W102    3452.52         2964.64         0.131963        1.16457         26.9585         1.42865         
W103    3454.46         3283.96         0.118854        1.05192         37.411          3.50697         
W104    3456.68         3216.33         0.117227        1.07473         83.5046         3.92093         
W105    3458.77         3300.16         0.114975        1.04806         56.0017         3.5979          
W106    3460.72         3233.31         0.113947        1.07033         46.6105         6.80596         
W107    3462.53         3190.13         0.104491        1.08539         83.147          5.25447         
W108    3464.21         3346.89         0.108022        1.03505         41.5676         0.936849        
W109    3465.75         3186.77         0.119512        1.08754         28.7635         0.771838        
W110    3467.15         3277.61         0.12139         1.05783         51.9879         2.43549         
W111    3468.41         3264.23         0.125768        1.06255         55.9306         4.26517         
W112    3469.53         3239.55         0.127602        1.07099         81.9706         3.8815          
W113    3470.52         3232.43         0.138745        1.07366         28.9928         0.0213663       
W114    3471.36         3317.83         0.126442        1.04627         25.3084         0.344676        
W115    3472.06         3277.21         0.128211        1.05946         55.4529         1.84031         
W116    3472.63         3347.18         0.127881        1.03748         21.8452         4.08228         
W117    3473.05         3246.81         0.133827        1.06968         47.9402         1.56869         
W118    3473.33         3336.24         0.124086        1.04109         49.8904         1.0794          
W119    3473.47         3266.96         0.132671        1.06321         43.525          0.650875        
W120    3473.47         3289.75         0.125818        1.05585         51.7047         3.1401          
W121    3473.33         3258.1          0.122882        1.06606         49.273          1.05386         
W122    3473.05         3244.46         0.125504        1.07046         54.8236         0.765005        
W123    3472.63         3238.68         0.128384        1.07224         69.0827         3.75812         
W124    3472.06         3247.17         0.130807        1.06926         47.107          3.82015         
W125    3471.36         3219.33         0.124625        1.07829         56.0683         0.541839        
W126    3470.52         3247.78         0.127325        1.06858         45.8768         0.970037        
W127    3469.53         3195.47         0.127672        1.08577         52.0317         0.863518        
W128    3468.41         3244.75         0.11809         1.06893         49.4743         4.18069         
W129    3467.15         3075.7          0.125862        1.12727         26.4457         4.50766         
W130    3465.75         3211.03         0.123562        1.07932         58.71           1.66268         
W131    3464.21         3266.01         0.12733         1.06069         35.3728         2.47959         
W132    3462.53         3214.72         0.133634        1.07709         32.977          1.37704         
W133    3460.72         3289.8          0.13037         1.05195         30.9715         0.0893128       
W134    3458.77         3298.73         0.128728        1.04851         53.7444         1.56982         
W135    3456.68         3246.92         0.132199        1.0646          31.5711         3.33618         
W136    3454.46         3190            0.137602        1.0829          14.1537         0.130987        
W137    3456.26         3277.02         0.127199        1.0547          25.6754         1.60545         
W138    3458.48         3470.79         0.127427        0.996455        3.43673         6.00505e-06     
W139    3460.57         3341.65         0.127492        1.03559         19.9046         3.33345         
W140    3462.53         3108.65         0.124123        1.11384         39.2229         1.18893         
W141    3464.34         3028.99         0.110341        1.14373         38.8468         1.60984         
W142    3466.02         3153.4          0.131007        1.09914         75.305          2.58455         
W143    3467.57         3242.53         0.122686        1.0694          48.9343         0.198255        
W144    3468.97         3324.23         0.123828        1.04354         82.1584         1.82483         
W145    3470.23         3252.7          0.127676        1.06688         85.431          1.02842         
W146    3471.36         3277.08         0.127647        1.05928         54.001          3.59322         
W147    3472.34         3282.68         0.132876        1.05778         66.1744         3.39343         
W148    3473.19         3300.57         0.130203        1.0523          19.955          2.26174         
W149    3473.89         3297.72         0.127888        1.05342         58.4794         0.852261        
W150    3474.46         3284.68         0.13422         1.05778         27.3961         0.421114        
W151    3474.88         3232.9          0.137337        1.07485         70.6007         1.38017         
W152    3475.16         3242.86         0.12877         1.07164         57.0341         0.701023        
W153    3475.3          3243.07         0.136194        1.07161         62.8524         1.30517         
W154    3475.3          3265.47         0.132706        1.06426         40.1198         0.996955        
W155    3475.16         3289.86         0.127291        1.05632         66.9224         2.2286          
W156    3474.88         3260.74         0.133614        1.06567         52.1547         0.716052        
W157    3474.46         3260.59         0.134946        1.06559         42.3021         1.89524         
W158    3473.89         3139.54         0.13898         1.1065          111.424         0.841129        
W159    3473.19         3278.77         0.126689        1.0593          66.1492         1.26098         
W160    3472.34         3233.58         0.128191        1.07384         70.2573         1.33136         
W161    3471.36         3226.47         0.132436        1.0759          20.8942         1.62527         
W162    3470.23         3168.86         0.12257         1.09511         52.7106         0.143138        
W163    3468.97         3256.37         0.128086        1.06529         89.2613         2.89733         
W164    3467.57         3308.84         0.131672        1.04797         12.4423         1.45537         
W165    3466.02         3331.82         0.121014        1.04028         16.4126         5.59588         
W166    3464.34         3270.63         0.132687        1.05923         54.4144         3.80436         
W167    3462.53         3298.18         0.134524        1.04983         6.1144          2.61188         
W168    3460.57         3325.88         0.13376         1.0405          30.1585         1.23151         
W169    3458.48         3343.46         0.11851         1.0344          44.6123         2.64062         
W170    3456.26         3430.07         0.138705        1.00763         5.81191         0.112189        
W171    3457.92         3147.18         0.124034        1.09874         15.4412         1.60911         
W172    3460.15         3183.68         0.120103        1.08684         65.1677         6.18978         
W173    3462.24         3197.4          0.126583        1.08283         41.8434         0.272349        
W174    3464.2          3289.06         0.119768        1.05325         11.1947         1.39554         
W175    3466.02         3148.86         0.124334        1.10072         44.695          0.834325        
W176    3467.7          2981            0.123364        1.16327         86.4476         1.63829         
W177    3469.25         3247.93         0.129648        1.06814         70.3633         1.47853         
W178    3470.65         3240.33         0.129049        1.07108         104.133         5.60519         
W179    3471.92         3214.27         0.130868        1.08016         76.4425         1.82377         
W180    3473.04         3244.9          0.129319        1.07031         69.3612         0.353637        
W181    3474.03         3275.08         0.136486        1.06075         67.1414         0.581816        
W182    3474.88         3304.87         0.131717        1.05144         47.6146         0.195679        
W183    3475.58         3224            0.137575        1.07804         83.7791         2.20012         
W184    3476.15         3274.77         0.131459        1.06149         60.6467         0.84965         
W185    3476.57         3276.22         0.134695        1.06115         79.1603         1.93557         
W186    3476.85         3336.38         0.122341        1.0421          38.982          1.63325         
W187    3476.99         3181.68         0.138119        1.09282         67.5368         2.80868         
W188    3476.99         3256.26         0.136378        1.06779         47.4086         2.23228         
W189    3476.85         3232.09         0.137088        1.07573         43.1128         0.644815        
W190    3476.57         3291.16         0.126518        1.05634         57.4925         1.07728         
W191    3476.15         3298.76         0.128812        1.05378         56.5631         2.63304         
W192    3475.58         3292.9          0.133745        1.05548         82.4722         0.489093        
W193    3474.88         3291.65         0.126946        1.05566         74.699          1.85633         
W194    3474.03         3284.88         0.126804        1.05758         30.0364         1.19907         
W195    3473.04         3304.15         0.131337        1.05112         33.9965         2.57034         
W196    3471.92         3233.73         0.132995        1.07366         54.7164         0.468875        
W197    3470.65         3340.74         0.127153        1.03889         51.9651         1.22359         
W198    3469.25         3261.08         0.135711        1.06384         66.3302         3.16617         
W199    3467.7          3272.99         0.129454        1.05949         47.9905         4.32624         
W200    3466.02         3284.34         0.132865        1.05532         28.8444         1.25609         
W201    3464.2          3248.1          0.139406        1.06653         38.5022         0.872964        
W202    3462.24         3196.74         0.124189        1.08306         20.8747         0.525522        
W203    3460.15         3345.08         0.131295        1.0344          106.617         7.36502         
W204    3457.92         3352.75         0.135073        1.03137         200             3.68062         
W205    3459.45         2586.9          0.1245          1.3373          37.5268         2.92456         
W206    3461.68         3214.3          0.129013        1.07696         39.311          2.87573         
W207    3463.78         3249.02         0.128405        1.0661          44.1695         1.72644         
W208    3465.74         3249.99         0.127146        1.06638         50.9051         1.06117         
W209    3467.56         3279.33         0.121496        1.0574          47.4501         1.06268         
W210    3469.24         3049.73         0.134053        1.13756         164.903         1.75716         
W211    3470.79         3259.05         0.13433         1.06497         78.5076         1.79278         
W212    3472.2          3246.68         0.138881        1.06946         45.7564         1.33882         
W213    3473.46         3244.04         0.128087        1.07072         57.9195         5.72504         
W214    3474.59         3344.04         0.129633        1.03904         79.5023         4.70889         
W215    3475.58         3259.31         0.14528         1.06636         40.4723         1.92332         
W216    3476.43         3307.56         0.129653        1.05106         81.9221         1.26394         
W217    3477.13         3312.17         0.121808        1.04981         52.9243         0.98399         
W218    3477.7          3280.25         0.121732        1.06019         46.2435         0.172537        
W219    3478.12         3202.85         0.135844        1.08595         101.476         1.97497         
W220    3478.41         3292.48         0.122147        1.05647         50.647          2.66825         
W221    3478.55         3265.35         0.129476        1.06529         41.3769         2.44716         
W222    3478.55         3252.34         0.134677        1.06955         55.629          2.78642         
W223    3478.41         3301.86         0.133241        1.05347         55.0986         0.283252        
W224    3478.12         3323.29         0.131268        1.04659         66.1221         5.16679         
W225    3477.7          3236.65         0.133685        1.07447         75.6596         0.757617        
W226    3477.13         3282.23         0.134467        1.05938         37.5496         3.01241         
W227    3476.43         3258.61         0.140431        1.06684         74.2006         1.1334          
W228    3475.58         3336.17         0.133742        1.04179         43.3102         0.774281        
W229    3474.59         3253.66         0.137437        1.0679          57.7285         0.626257        
W230    3473.46         3267.58         0.140524        1.06301         59.6481         0.538994        
W231    3472.2          3278.8          0.134797        1.05898         54.3157         1.1694          
W232    3470.79         3258.46         0.137103        1.06516         74.8926         0.908905        
W233    3469.24         3230            0.142328        1.07407         46.9816         0.715042        
W234    3467.56         3320.31         0.125878        1.04435         102.239         0.687905        
W235    3465.74         3286.93         0.12418         1.0544          53.5059         2.23422         
W236    3463.78         3240.41         0.120837        1.06893         51.1738         1.07802         
W237    3461.68         3243.79         0.123043        1.06717         128.355         1.45321         
W238    3459.45         3088.62         0.14377         1.12007         89.8143         0.527958        
W239    3460.84         3268.68         0.12528         1.05879         34.0542         0.807345        
W240    3463.08         3264.54         0.117107        1.06082         59.1591         3.1449          
W241    3465.17         3227.62         0.12722         1.0736          39.166          0.714702        
W242    3467.14         3349.46         0.137017        1.03513         22.2223         1.78262         
W243    3468.96         3250.69         0.134306        1.06715         47.5627         0.702953        
W244    3470.65         3276.2          0.127421        1.05935         53.2609         1.31611         
W245    3472.19         3336.84         0.124606        1.04056         36.5332         4.44294         
W246    3473.6          3267.78         0.1309          1.06298         55.7895         0.723844        
W247    3474.87         3294.4          0.130339        1.05478         83.0784         0.28727         
W248    3476            3280.34         0.142613        1.05965         60.1981         2.87832         
W249    3476.99         3268.19         0.139646        1.06389         71.9956         1.34267         
W250    3477.84         3289.32         0.133778        1.05731         53.3116         1.98207         
W251    3478.54         3281.7          0.135749        1.05998         47.2646         2.97221         
W252    3479.11         3228.11         0.128059        1.07776         132.644         2.57186         
W253    3479.53         3255.54         0.133827        1.0688          57.5203         0.377944        
W254    3479.82         3231.83         0.138803        1.07673         59.1828         0.805904        
W255    3479.96         3208.17         0.135955        1.08472         68.8834         0.688626        
W256    3479.96         3262.1          0.130867        1.06678         75.4261         1.26552         
W257    3479.82         3277.49         0.134574        1.06173         71.1439         3.87477         
W258    3479.53         3264.32         0.142578        1.06593         62.2064         1.2157          
W259    3479.11         3274.43         0.147586        1.06251         66.4995         0.624961        
W260    3478.54         3300.61         0.137024        1.05391         45.2529         2.88753         
W261    3477.84         3295.9          0.138134        1.0552          28.3531         1.16152         
W262    3476.99         3298.36         0.133403        1.05416         43.7931         0.37602         
W263    3476            3216.62         0.132784        1.08064         64.5315         1.82644         
W264    3474.87         3303.85         0.126568        1.05176         42.9442         1.42973         
W265    3473.6          3245.5          0.135944        1.07028         60.072          0.646254        
W266    3472.19         3307.25         0.130623        1.04987         48.4689         1.00149         
W267    3470.65         3190            0.158828        1.08798         91.4725         0.8887          
W268    3468.96         3125.36         0.150974        1.10994         47.0178         1.19338         
W269    3467.14         3286.41         0.129035        1.05499         32.6338         0.271492        
W270    3465.17         3247.94         0.127144        1.06688         52.855          1.77359         
W271    3463.08         3152.27         0.137822        1.0986          51.7933         2.26554         
W272    3460.84         4116.51         0.142401        0.840723        1.49251         1.18935e-05     
W273    3462.1          3166.86         0.129962        1.09323         34.7633         1.38953         
W274    3464.33         3308.96         0.132492        1.04696         68.1185         5.88603         
W275    3466.43         3168.6          0.125474        1.094           71.1092         0.448871        
W276    3468.4          3184.81         0.133784        1.08904         58.2447         0.470705        
W277    3470.22         3256.48         0.130227        1.06563         36.7898         1.50239         
W278    3471.91         3209.48         0.127745        1.08177         56.0267         0.2773          
W279    3473.46         3189.91         0.129898        1.08889         54.3581         1.89158         
W280    3474.87         3244.34         0.132667        1.07106         75.2147         3.43722         
W281    3476.14         3292.04         0.140722        1.05592         34.6818         1.60064         
W282    3477.27         3292.63         0.142921        1.05608         68.9953         1.19095         
W283    3478.26         3247.84         0.151006        1.07095         61.4178         1.34171         
W284    3479.11         3271.26         0.140929        1.06354         60.7579         0.951284        
W285    3479.82         3215.54         0.147571        1.08219         58.6134         1.56858         
W286    3480.38         3283.62         0.12674         1.05992         67.9425         0.697887        
W287    3480.81         3310.09         0.124683        1.05158         55.7625         1.67157         
W288    3481.09         3248.26         0.131626        1.07168         63.388          0.759661        
W289    3481.23         3273.46         0.131821        1.06347         77.9333         1.36914         
W290    3481.23         3269.78         0.134683        1.06467         58.7234         2.84887         
W291    3481.09         3269.17         0.130408        1.06482         49.6175         0.637295        
W292    3480.81         3262.01         0.14617         1.06707         77.6505         2.1664          
W293    3480.38         3294.29         0.136215        1.05649         74.1202         0.493116        
W294    3479.82         3218.19         0.145231        1.08129         81.5178         1.75393         
W295    3479.11         3297.15         0.139151        1.05519         67.0525         2.41301         
W296    3478.26         3276.59         0.134545        1.06155         71.859          1.87869         
W297    3477.27         3304.01         0.121902        1.05244         42.856          1.96925         
W298    3476.14         3245.44         0.130591        1.07109         43.9921         1.17752         
W299    3474.87         3290.93         0.128043        1.05589         47.6765         1.5738          
W300    3473.46         3260.49         0.138003        1.06532         62.5711         3.00481         
W301    3471.91         3215.6          0.124979        1.07971         30.323          0.260831        
W302    3470.22         3222.53         0.13133         1.07686         54.0051         0.626905        
W303    3468.4          3307.65         0.128555        1.0486          31.9824         6.50058         
W304    3466.43         3237.86         0.130743        1.07059         199.999         3.77268         
W305    3464.33         3088.13         0.13007         1.12182         88.8862         0.71811         
W306    3462.1          3287.22         0.138375        1.0532          7.11354         0.355704        
W307    3463.21         2891.46         0.122682        1.19774         193.041         1.99092         
W308    3465.45         3190            0.122993        1.08635         53.1214         0.824298        
W309    3467.55         2877.96         0.0933861       1.20486         52.452          1.54727         
W310    3469.52         3193.14         0.120504        1.08655         39.9964         3.05969         
W311    3471.34         3240.52         0.126073        1.07123         55.2676         2.66125         
W312    3473.03         3205.4          0.126518        1.0835          76.127          0.970657        
W313    3474.58         3215.7          0.126394        1.08051         78.4221         2.7754          
W314    3475.99         3007.29         0.122215        1.15586         114.355         0.565504        
W315    3477.27         3236.17         0.136102        1.0745          54.0681         1.2246          
W316    3478.4          3258.25         0.12939         1.06757         68.1572         4.76613         
W317    3479.39         3276.85         0.123446        1.06181         56.4297         2.1127          
W318    3480.24         3248.46         0.125523        1.07135         56.8544         0.749605        
W319    3480.95         3222.43         0.129903        1.08022         67.4622         1.77622         
W320    3481.51         3333.07         0.117094        1.04454         81.3275         1.42346         
W321    3481.94         3305.35         0.126122        1.05343         77.04           3.92024         
W322    3482.22         3250.09         0.123076        1.07142         90.5503         0.47335         
W323    3482.37         3323.71         0.125707        1.04774         70.2041         0.0726133       
W324    3482.37         3299.14         0.126827        1.05554         58.0743         2.19783         
W325    3482.22         3282.63         0.123245        1.0608          58.6255         2.25468         
W326    3481.94         3290.15         0.13231         1.05829         65.6874         1.33888         
W327    3481.51         3317.3          0.134838        1.0495          63.8706         0.671381        
W328    3480.95         3310.53         0.123092        1.05148         74.4563         2.42246         
W329    3480.24         3269.8          0.128181        1.06436         76.9904         2.63556         
W330    3479.39         3259.28         0.137062        1.06753         98.3248         0.101081        
W331    3478.4          3279.73         0.134135        1.06057         68.8046         1.23431         
W332    3477.27         3312.89         0.125541        1.04962         42.0356         3.22402         
W333    3475.99         3189.67         0.147155        1.08977         62.4305         0.711651        
W334    3474.58         3299.81         0.137227        1.05296         48.2648         0.321802        
W335    3473.03         3233.01         0.124112        1.07424         59.1903         4.04389         
W336    3471.34         3495.85         0.121368        0.992991        49.0366         1.45682         
W337    3469.52         3785.26         0.161373        0.916586        85.6808         5.21648         
W338    3467.55         3426.05         0.139141        1.01211         49.4107         0.744211        
W339    3465.45         3168.64         0.126389        1.09367         50.5936         2.95592         
W340    3463.21         3097.18         0.124635        1.11818         74.7635         0.720646        
W341    3464.19         3171.37         0.127315        1.09233         55.6664         0.548681        
W342    3466.43         4116.51         0.123036        0.842079        1.49251         1.18935e-05     
W343    3468.53         3195.81         0.125533        1.08534         121.723         0.0453336       
W344    3470.5          3208.88         0.128645        1.08153         69.9742         3.11518         
W345    3472.33         3218.69         0.132144        1.0788          71.0752         1.30162         
W346    3474.02         2966.12         0.120513        1.17123         50.6091         0.693673        
W347    3475.57         3256.57         0.117188        1.06725         51.6558         3.23427         
W348    3476.98         3191.96         0.122109        1.08929         50.635          0.367898        
W349    3478.25         3279.55         0.125083        1.06059         51.8118         0.583317        
W350    3479.39         3236.4          0.130711        1.07508         64.3185         2.02207         
W351    3480.38         3257.06         0.134478        1.06856         63.9896         1.23268         
W352    3481.23         3252.29         0.12706         1.07039         53.5362         1.42911         
W353    3481.94         3310.35         0.114898        1.05183         50.0663         0.95156         
W354    3482.51         3198.87         0.133936        1.08867         83.3186         1.77494         
W355    3482.93         3270.52         0.12867         1.06495         66.0556         0.69528         
W356    3483.22         3250.12         0.12676         1.07172         69.0408         1.416           
W357    3483.36         3257.78         0.127397        1.06924         66.4357         0.999363        
W358    3483.36         3234.42         0.132088        1.07696         71.9251         0.589699        
W359    3483.22         3261.72         0.130917        1.06791         67.7199         1.32685         
W360    3482.93         3319.41         0.130406        1.04926         66.8384         1.45956         
W361    3482.51         3245.9          0.140862        1.07289         79.3471         0.801577        
W362    3481.94         3285.32         0.125796        1.05985         63.8023         1.2705          
W363    3481.23         3268.92         0.125111        1.06495         67.5918         1.92753         
W364    3480.38         3335.15         0.124214        1.04354         69.249          3.32234         
W365    3479.39         3301.62         0.134443        1.05384         90.5967         2.85442         
W366    3478.25         3124.19         0.137903        1.11333         90.0555         0.872517        
W367    3476.98         3234.89         0.132093        1.07484         176.679         1.71135         
W368    3475.57         3275.11         0.131833        1.06121         48.3678         4.56828         
W369    3474.02         3255.48         0.127181        1.06713         25.9022         1.62439         
W370    3472.33         3310.83         0.117614        1.04878         29.1843         0.339607        
W371    3470.5          3287.11         0.128959        1.05579         19.618          0.698698        
W372    3468.53         3262.61         0.125458        1.06312         22.3967         1.37999         
W373    3466.43         3225.85         0.123723        1.07458         46.9756         0.852023        
W374    3464.19         3255.67         0.129307        1.06405         199.623         2.49945         
W375    3465.03         3144.08         0.123287        1.10208         48.4644         1.90783         
W376    3467.27         3364            0.125018        1.0307          78.6012         0.581543        
W377    3469.37         10054.8         0.127194        0.5             199.975         1.05234         
W378    3471.34         3258.49         0.127594        1.06532         55.7171         2.30144         
W379    3473.17         3264.34         0.130835        1.06397         35.8893         0.623174        
W380    3474.86         3222.76         0.130236        1.07823         64.6838         5.56974         
W381    3476.42         3246.5          0.124204        1.07082         76.0835         0.902397        
W382    3477.83         3210.91         0.126454        1.08313         47.1083         0.620573        
W383    3479.1          3263.77         0.130422        1.06598         88.5845         0.64293         
W384    3480.23         3213.57         0.12762         1.08298         71.2481         3.0815          
W385    3481.23         3274.8          0.128933        1.06304         60.9706         4.01375         
W386    3482.08         3237.45         0.132453        1.07556         62.316          0.233354        
W387    3482.79         3208.43         0.13219         1.08551         79.6639         2.14289         
W388    3483.36         3250.42         0.120611        1.07166         63.4069         2.40015         
W389    3483.78         3287.18         0.123037        1.05981         62.2482         0.0491928       
W390    3484.07         3333.37         0.130596        1.04521         62.6885         0.337416        
W391    3484.21         3276.89         0.128479        1.06327         68.9439         1.67901         
W392    3484.21         3292.85         0.125301        1.05811         73.7915         1.28601         
W393    3484.07         3271.36         0.13069         1.06502         80.7862         3.68687         
W394    3483.78         3282.26         0.12904         1.0614          67.9646         0.717701        
W395    3483.36         3268.44         0.126204        1.06576         71.3711         5.0476          
W396    3482.79         3285.15         0.128556        1.06016         64.219          3.13142         
W397    3482.08         3359.28         0.118133        1.03656         56.3976         1.53826         
W398    3481.23         3414.88         0.109315        1.01943         81.2611         1.76534         
W399    3480.23         3292.48         0.139197        1.05703         64.2453         1.91934         
W400    3479.1          3332.16         0.135683        1.0441          81.5061         0.132422        
W401    3477.83         3284.18         0.12743         1.05896         64.3581         0.178755        
W402    3476.42         3306.32         0.1194          1.05145         53.8095         1.44717         
W403    3474.86         3257.34         0.124851        1.06678         55.5056         1.31634         
W404    3473.17         3275.01         0.128369        1.06051         61.3195         0.135971        
W405    3471.34         3194.61         0.131813        1.08662         35.909          0.42158         
W406    3469.37         3232.88         0.128382        1.07315         27.8664         0.509104        
W407    3467.27         3221            0.130007        1.07646         49.0448         0.821372        
W408    3465.03         3188.46         0.133931        1.08674         29.8127         4.63525         
W409    3465.73         3173.12         0.126911        1.09221         45.5446         3.27804         
W410    3467.97         3225.32         0.122545        1.07523         69.0277         0.715201        
