Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W67     3452.66         3374.01         0.147073        1.02331         36.9395         7.57146         
W68     3450.45         3641.79         0.125788        0.947459        9.81959         1.10542         
W69     3452.52         3669.04         0.137855        0.940987        24.6992         2.7643          
W70     3454.74         3505.53         0.146848        0.985511        39.3105         3.93462         
W71     3456.82         3424.79         0.128889        1.00935         50.1362         0.812697        
W72     3458.77         3453.3          0.119151        1.00158         36.7888         1.70407         
W73     3460.58         3530.66         0.122818        0.98015         110.268         2.55065         
W74     3462.25         3460.16         0.125663        1.00061         46.2724         1.45196         
W75     3463.79         3405.59         0.120684        1.01709         73.7978         0.477498        
W76     3465.19         3451.2          0.129182        1.00405         41.7011         1.83825         
W77     3466.45         3427.3          0.136271        1.01142         35.2011         0.861314        
W78     3467.57         3472.59         0.136177        0.998554        100.319         1.44731         
W79     3468.55         3448.49         0.152926        1.00582         65.0151         1.6618          
W80     3469.4          3434.4          0.152392        1.01019         49.6974         1.88736         
W81     3470.1          3465.34         0.143281        1.00137         45.0018         0.100867        
W82     3470.66         3462.48         0.141831        1.00236         58.0768         1.4349          
W83     3471.08         3470.24         0.136733        1.00024         66.3274         5.75587         
W84     3471.36         3471.11         0.138108        1.00007         42.6335         0.932332        
W85     3471.51         3458.22         0.131581        1.00384         72.6457         1.91388         
W86     3471.51         3455.67         0.145038        1.00458         42.2512         1.54173         
W87     3471.36         3484.75         0.132333        0.996158        20.1137         3.22521         
W88     3471.08         3477.56         0.137649        0.998137        57.7454         4.31449         
W89     3470.66         3481.43         0.119244        0.996907        56.8994         2.59787         
W90     3470.1          3491.5          0.131301        0.993871        33.957          3.22926         
W91     3469.4          3465.97         0.133806        1.00099         56.8644         1.96632         
W92     3468.55         3476.34         0.126582        0.997759        54.1807         2.16661         
W93     3467.57         3449.32         0.134036        1.00529         83.0381         0.459712        
W94     3466.45         3449.68         0.144887        1.00486         48.036          1.45193         
W95     3465.19         3487.45         0.122519        0.993617        19.8503         5.23033         
W96     3463.79         3468.28         0.131604        0.998706        46.9748         0.677507        
W97     3462.25         3454.11         0.137966        1.00236         47.3901         1.46586         
W98             3460.58         3425.74         1.01017         96.1125         1.45876         
W99     3458.77         3450.56         0.132344        1.00238         33.7263         2.84536         
W100            3456.82         3435.48         1.00621         117.555         0.803235        
W101    3454.74         3486.3          0.138929        0.990948        16.4082         0.362262        
W102    3452.52         3501.23         0.138262        0.986088        37.8026         0.944444        
W103    3454.46         3555.88         0.114231        0.971478        30.247          1.85745         
W104    3456.68         3530.91         0.117639        0.978976        63.2701         0.814325        
W105    3458.77         3521.06         0.113461        0.982307        7.87382         2.13462         
W106    3460.72         3461.99         0.11565         0.999631        50.5956         0.667563        
W107    3462.53         3477.04         0.103877        0.995827        37.011          0.61332         
W108    3464.21         3475.1          0.104068        0.996865        31.8602         4.13073         
W109    3465.75         3454.38         0.124277        1.00329         42.0396         2.21278         
W110    3467.15         3466.03         0.121858        1.00032         56.9774         0.562852        
W111    3468.41         3452.11         0.124614        1.00472         93.1513         1.45871         
W112    3469.53         3481.68         0.124872        0.996511        21.5267         3.52732         
W113    3470.52         3458.43         0.142424        1.00349         52.4631         0.613666        
W114    3471.36         3479.75         0.124696        0.99759         70.2818         1.58023         
W115    3472.06         3471.64         0.12792         1.00012         48.1431         1.06873         
W116    3472.63         3476.66         0.125628        0.998839        50.8092         2.88968         
W117    3473.05         3463.25         0.134678        1.00283         55.9941         1.69182         
W118    3473.33         3491.52         0.11987         0.994792        40.4228         0.723771        
W119    3473.47         3468.13         0.133659        1.00154         58.2749         0.894425        
W120    3473.47         3476.53         0.123578        0.999122        50.1433         0.873492        
W121    3473.33         3468.27         0.120355        1.00146         64.7126         1.21138         
W122    3473.05         3469.08         0.125666        1.00115         57.3483         3.32859         
W123    3472.63         3482.64         0.127218        0.997126        34.3989         0.422263        
W124    3472.06         3476.86         0.131042        0.998621        58.7228         4.15781         
W125    3471.36         3477.21         0.12293         0.998318        87.9476         3.66556         
W126    3470.52         3471.71         0.12787         0.999655        50.4115         4.76463         
W127    3469.53         3469.05         0.12772         1.00014         60.5223         2.15509         
W128    3468.41         3521.59         0.113712        0.984898        19.6739         0.562792        
W129    3467.15         3458.33         0.13788         1.00255         42.939          1.33678         
W130    3465.75         3467.08         0.121965        0.999616        37.4717         2.01984         
W131    3464.21         3475.61         0.125772        0.99672         77.7239         4.42348         
W132    3462.53         3455.49         0.135783        1.00204         31.7793         2.06659         
W133    3460.72         3925.51         0.128075        0.881596        196.097         4.73567         
W134            3458.77         3450.31         1.00245         71.7579         1.15489         
W135    3456.68         3451.31         0.130595        1.00155         19.2438         0.295291        
W136    3454.46         155439          0.148919        0.5             199.999         0.46366         
W137    3456.26         3522.54         0.133198        0.981182        38.007          0.168507        
W138    3458.48         3709.48         0.126517        0.932335        4.01476         2.70433e-05     
W139            3460.57         3464.23         0.998942        46.6567         1.68332         
W140    3462.53         3457.92         0.127078        1.00133         41.5499         0.528414        
W141    3464.34         3448.4          0.121968        1.00462         67.4637         3.34904         
W142    3466.02         3484.6          0.134415        0.99467         16.8673         1.62186         
W143    3467.57         3466.7          0.123591        1.00025         48.0996         0.458913        
W144    3468.97         3468.02         0.123306        1.00027         48.0673         0.915421        
W145    3470.23         3464.65         0.128254        1.00161         52.5494         0.256867        
W146    3471.36         3467.89         0.127322        1.001           56.8741         0.0356333       
W147    3472.34         3475.21         0.133068        0.999175        42.9125         1.35366         
W148    3473.19         3473.85         0.128714        0.99981         49.769          2.09526         
W149    3473.89         3477.45         0.126513        0.998977        64.5821         2.87409         
W150    3474.46         3490.04         0.134674        0.995536        16.4875         2.25907         
W151    3474.88         3470.1          0.140491        1.00138         67.9319         2.5448          
W152    3475.16         3473.94         0.128839        1.00035         55.7916         2.89319         
W153    3475.3          3468.21         0.139016        1.00205         50.728          2.00034         
W154    3475.3          3455.14         0.132751        1.00583         54.4574         2.59615         
W155    3475.16         3475.21         0.126008        0.999985        56.7043         3.50971         
W156    3474.88         3467.49         0.136089        1.00213         55.349          0.682069        
W157    3474.46         3471.29         0.136701        1.00091         64.4537         0.237097        
W158    3473.89         3465.09         0.151266        1.00254         72.6231         0.904636        
W159    3473.19         3478.96         0.125161        0.998341        65.9195         0.733013        
W160    3472.34         3470.14         0.130259        1.00064         52.9882         3.17314         
W161    3471.36         3464.14         0.135024        1.00208         58.2192         1.56485         
W162    3470.23         3463.53         0.128124        1.00194         39.53           0.877744        
W163    3468.97         3473.92         0.128762        0.998574        86.3907         2.81697         
W164    3467.57         3463.15         0.133421        1.00127         43.6485         3.94            
W165    3466.02         3479.24         0.119189        0.996201        66.4871         6.24314         
W166    3464.34         3469.67         0.131874        0.998465        52.4973         0.569991        
W167    3462.53         3435.83         0.143491        1.00777         43.3516         3.50335         
W168    3460.57         3500.29         0.130954        0.988654        35.6892         0.546452        
W169    3458.48         3484.71         0.113717        0.992474        28.5321         0.370161        
W170    3456.26         3473.95         0.129315        0.994906        37.6552         1.93311         
W171    3457.92         3492.42         0.125368        0.990123        36.7641         2.92504         
W172    3460.15         3458.8          0.122344        1.00039         33.5283         1.3446          
W173    3462.24         3469.15         0.127176        0.99801         44.977          1.93358         
W174    3464.2          3475.64         0.116477        0.996708        41.4694         0.189647        
W175    3466.02         3650.51         0.125503        0.949461        195.776         4.57466         
W176    3467.7          3449.03         0.136911        1.00541         44.378          2.38            
W177    3469.25         3476.21         0.130463        0.997997        61.843          0.254779        
W178    3470.65         3464.7          0.12777         1.00172         61.1822         0.662061        
W179    3471.92         3466.6          0.131632        1.00153         69.4074         0.723156        
W180    3473.04         3471.89         0.1294          1.00033         55.2199         0.468953        
W181    3474.03         3475.4          0.138288        0.999605        55.2236         1.08935         
W182    3474.88         3496.26         0.130556        0.993885        28.8628         0.845678        
W183    3475.58         3461.67         0.141928        1.00402         54.9154         3.18478         
W184    3476.15         3477.28         0.131619        0.999673        58.2327         4.86793         
W185    3476.57         3472.36         0.136237        1.00121         56.0763         0.193536        
W186    3476.85         3484.05         0.119745        0.997935        63.7612         0.960733        
W187    3476.99         3474.68         0.141098        1.00066         58.2307         3.28479         
W188    3476.99         3478.82         0.138147        0.999475        63.816          0.658567        
W189    3476.85         3471.35         0.139827        1.00159         50.8725         3.55402         
W190    3476.57         3480.63         0.124276        0.998833        68.9219         1.26533         
W191    3476.15         3479.01         0.127038        0.999178        46.7907         0.609098        
W192    3475.58         3479.87         0.134161        0.998768        44.6351         1.21677         
W193    3474.88         3486.79         0.124277        0.996582        46.9378         1.47889         
W194    3474.03         3477.87         0.125865        0.998896        45.1729         1.82497         
W195    3473.04         3479.08         0.130908        0.998264        48.0787         0.199199        
W196    3471.92         3475.05         0.134401        0.999097        41.7313         0.980362        
W197    3470.65         3479.25         0.124892        0.997528        49.1629         3.83658         
W198    3469.25         3450.65         0.135932        1.00539         47.9824         0.142384        
W199    3467.7          3473.57         0.12849         0.998312        69.1018         1.53775         
W200    3466.02         3470.13         0.135251        0.998816        67.7431         1.52499         
W201    3464.2          3457.04         0.142646        1.00207         36.2981         0.993649        
W202    3462.24         3443.56         0.128669        1.00543         25.3696         2.71737         
W203    3460.15         3470.79         0.131725        0.996935        21.8007         0.195285        
W204    3457.92         3515.27         0.136294        0.983687        37.5187         1.07215         
W205    3459.45         3513.4          0.15208         0.984644        199.989         2.55843         
W206    3461.68         3333.35         0.12128         1.0385          121.46          4.45459         
W207    3463.78         3450.54         0.130119        1.00384         48.4873         1.38029         
W208    3465.74         3467.05         0.127263        0.99962         63.9443         0.465542        
W209    3467.56         3478.06         0.118289        0.99698         41.5062         2.12638         
W210    3469.24         3470.18         0.147695        0.999729        35.0085         0.883697        
W211    3470.79         3478.88         0.136092        0.997674        50.1924         0.208928        
W212    3472.2          3468.75         0.142372        1.00099         61.5516         2.17721         
W213    3473.46         3473.12         0.127046        1.0001          67.0376         1.4186          
W214    3474.59         3473.9          0.126301        1.0002          76.2371         1.7737          
W215    3475.58         3461.11         0.153151        1.00418         55.9022         1.38402         
W216    3476.43         3475.02         0.128406        1.0004          52.0865         1.89101         
W217    3477.13         3476.66         0.119279        1.00014         64.9684         0.158941        
W218    3477.7          3486.33         0.118519        0.997525        41.2084         0.26915         
W219    3478.12         3473.52         0.140401        1.00132         80.4209         5.82275         
W220    3478.41         3486.56         0.118852        0.997661        64.576          2.0129          
W221    3478.55         3481.73         0.128675        0.999087        59.0803         0.935079        
W222    3478.55         3477.64         0.136251        1.00026         58.2027         0.623668        
W223    3478.41         3481.49         0.133422        0.999113        52.4787         0.478943        
W224    3478.12         3470.6          0.129571        1.00217         64.3781         0.419647        
W225    3477.7          3475.16         0.133587        1.00073         72.9533         0.569828        
W226    3477.13         3470.92         0.133143        1.00179         50.8509         0.669863        
W227    3476.43         3466.14         0.143773        1.00297         56.3777         4.23005         
W228    3475.58         3476.1          0.134135        0.999849        54.5141         0.506895        
W229    3474.59         3474.39         0.139884        1.00006         57.7253         0.069016        
W230    3473.46         3477.62         0.143389        0.998805        40.1766         1.85907         
W231    3472.2          3475.47         0.135976        0.999058        54.1758         0.342614        
W232    3470.79         3480.83         0.136361        0.997116        28.013          1.5811          
W233    3469.24         3468.41         0.145392        1.00024         46.9945         4.65854         
W234    3467.56         3482.65         0.121441        0.995667        47.4362         1.81866         
W235    3465.74         3456.23         0.121322        1.00275         63.4865         2.84554         
W236    3463.78         3477.61         0.11789         0.996023        36.4254         1.70194         
W237    3461.68         3467.17         0.120554        0.998416        44.4709         1.48573         
W238    3459.45         3512.28         0.169784        0.984958        39.9256         2.20599         
W239    3460.84         3456.28         0.124377        1.00132         51.2226         3.137           
W240    3463.08         3432.91         0.114474        1.00879         61.5611         1.99724         
W241    3465.17         3456.07         0.128065        1.00263         62.6514         0.892983        
W242    3467.14         3467.18         0.132999        0.999988        59.9631         2.30044         
W243    3468.96         3467.84         0.135743        1.00032         65.5314         0.111054        
W244    3470.65         3480.69         0.126823        0.997115        70.1415         0.208868        
W245    3472.19         3477.3          0.121338        0.99853         49.2608         0.242046        
W246    3473.6          3473.52         0.130886        1.00002         59.4764         2.02312         
W247    3474.87         3474.17         0.128837        1.0002          79.4059         1.0607          
W248    3476            3476.96         0.144676        0.999723        76.077          2.5636          
W249    3476.99         3480.87         0.139424        0.998884        70.158          0.470218        
W250    3477.84         3479.95         0.132834        0.999392        56.6756         2.87927         
W251    3478.54         3478.4          0.136467        1.00004         68.3858         0.817319        
W252    3479.11         3479.29         0.127547        0.999949        73.9079         1.37203         
W253    3479.53         3476.76         0.135103        1.0008          68.7891         2.04055         
W254    3479.82         3475.38         0.142041        1.00128         61.7021         1.83221         
W255    3479.96         3477.2          0.137765        1.00079         63.1331         1.08054         
W256    3479.96         3485.47         0.129816        0.998418        62.8726         0.861045        
W257    3479.82         3480.18         0.134466        0.999897        69.686          1.50171         
W258    3479.53         3478.22         0.144588        1.00038         58.0259         2.13185         
W259    3479.11         3473.32         0.151658        1.00167         72.0712         0.0730618       
W260    3478.54         3475.16         0.136604        1.00097         58.2524         0.339528        
W261    3477.84         3479.97         0.138809        0.999387        60.2375         0.938657        
W262    3476.99         3478.45         0.13342         0.999581        53.0929         3.84905         
W263    3476            3473.85         0.135411        1.00062         62.5527         7.08829         
W264    3474.87         3480.76         0.124917        0.998309        55.2223         0.838308        
W265    3473.6          3464.84         0.137966        1.00253         58.7848         2.59214         
W266    3472.19         3475.28         0.127707        0.999111        52.2486         2.42952         
W267    3470.65         3475.1          0.165333        0.99872         22.9922         0.692925        
W268    3468.96         3445.59         0.160838        1.00678         53.2163         1.65694         
W269    3467.14         3470.62         0.127924        0.998996        38.2798         0.565488        
W270    3465.17         3487.33         0.125526        0.993646        22.8532         1.62479         
W271    3463.08         3436.59         0.140491        1.00771         51.7391         0.506172        
W272    3460.84         4612.21         0.145497        0.750366        61.4692         1.77702         
W273    3462.1          3516.64         0.138697        0.98449         40.0575         0.830565        
W274    3464.33         3476.62         0.134868        0.996465        63.5452         1.38326         
W275    3466.43         3488.11         0.127627        0.993786        70.6548         1.35086         
W276    3468.4          3485.16         0.138161        0.995188        20.2129         2.91142         
W277    3470.22         3474.1          0.128845        0.998883        33.3231         2.04617         
W278    3471.91         3471.07         0.12773         1.00024         38.3737         0.550514        
W279    3473.46         3468.66         0.132154        1.00138         32.8738         2.48962         
W280    3474.87         3482.96         0.133512        0.997678        52.4086         1.76169         
W281    3476.14         3471.8          0.142341        1.00125         60.5374         0.636009        
W282    3477.27         3477.71         0.144177        0.999874        58.4826         0.671492        
W283    3478.26         3470.07         0.156995        1.00236         65.4255         0.260667        
W284    3479.11         3481.85         0.142248        0.999213        59.4417         3.95307         
W285    3479.82         3469.36         0.154309        1.00301         57.0891         2.68659         
W286    3480.38         3481.33         0.125853        0.999727        63.8579         2.46829         
W287    3480.81         3483.44         0.123           0.999246        54.896          0.801791        
W288    3481.09         3483.01         0.132763        0.999449        58.0235         0.181261        
W289    3481.23         3481.59         0.132462        0.999897        74.3235         4.04534         
W290    3481.23         3475.65         0.136857        1.00161         59.2719         1.25681         
W291    3481.09         3483.92         0.129545        0.999189        80.8656         1.41235         
W292    3480.81         3472.37         0.150462        1.00243         71.8568         2.67902         
W293    3480.38         3488.17         0.134134        0.997766        91.1077         4.24045         
W294    3479.82         3472.59         0.150421        1.00208         84.4173         0.429703        
W295    3479.11         3477.86         0.14098         1.00036         67.993          0.808115        
W296    3478.26         3476.8          0.135508        1.00042         58.4924         3.86242         
W297    3477.27         3487.49         0.117934        0.99707         59.8871         3.50101         
W298    3476.14         3468.15         0.131745        1.0023          53.4922         4.03833         
W299    3474.87         3488.5          0.125041        0.996092        53.2247         2.66539         
W300    3473.46         3472.15         0.142319        1.00038         53.5374         1.45435         
W301    3471.91         3491.59         0.12659         0.994364        34.4892         1.91484         
W302    3470.22         3452.89         0.134136        1.00502         59.3598         2.46851         
W303    3468.4          3421.91         0.1274          1.01358         61.5732         2.53757         
W304    3466.43         3481.13         0.12983         0.995777        64.239          2.20538         
W305    3464.33         3431.91         0.149582        1.00945         36.3957         0.922064        
W306    3462.1          3555.13         0.142042        0.973831        23.6093         0.735893        
W307    3463.21         3619.84         0.138336        0.956732        46.7216         4.40199         
W308    3465.45         3605.49         0.124825        0.96116         104.535         3.31535         
W309    3467.55         70880.2         0.117948        0.5             199.918         0.857093        
W310    3469.52         3476.42         0.119018        0.998015        48.7184         1.08756         
W311    3471.34         3467.77         0.125323        1.00103         51.8391         1.36958         
W312    3473.03         3473.25         0.126703        0.999937        51.4887         1.87011         
W313    3474.58         3481.06         0.126062        0.998138        54.9264         1.81666         
W314    3475.99         3456.87         0.135071        1.00553         67.9872         1.9649          
W315    3477.27         3478.6          0.139403        0.999617        59.0041         1.57907         
W316    3478.4          3483.57         0.127375        0.998514        75.7376         2.99176         
W317    3479.39         3489.44         0.120034        0.99712         59.8169         0.891845        
W318    3480.24         3482.44         0.124456        0.999369        53.391          0.729513        
W319    3480.95         3475.78         0.13104         1.00149         53.1778         0.153246        
W320    3481.51         3495.66         0.112769        0.995952        56.0664         2.31492         
W321    3481.94         3476.51         0.12702         1.00156         69.3798         0.111747        
W322    3482.22         3483.65         0.122095        0.999591        92.3359         2.27908         
W323    3482.37         3483.19         0.125043        0.999762        64.3171         0.536757        
W324    3482.37         3484.32         0.126266        0.99944         54.3137         1.26163         
W325    3482.22         3487.56         0.120832        0.99847         58.1449         1.63848         
W326    3481.94         3482.68         0.131656        0.999788        61.7416         1.9558          
W327    3481.51         3479.12         0.135519        1.00069         65.6702         6.80741         
W328    3480.95         3494.49         0.117859        0.996123        73.5208         3.82691         
W329    3480.24         3482.48         0.12721         0.999355        65.2341         0.69821         
W330    3479.39         3476.55         0.139554        1.00082         61.2476         0.799287        
W331    3478.4          3471.94         0.135678        1.00186         60.4554         0.559478        
W332    3477.27         3488.57         0.124025        0.996759        63.6174         1.22448         
W333    3475.99         3452.57         0.156271        1.00679         59.2619         1.48734         
W334    3474.58         3478.51         0.138864        0.998873        52              3.61002         
W335    3473.03         3479.21         0.124242        0.998224        64.1489         1.01273         
W336    3471.34         3435.64         0.119737        1.01039         46.716          2.83019         
W337    3469.52         3534.23         0.132782        0.981691        67.4249         0.878037        
W338    3467.55         3433.37         0.140976        1.00996         64.6756         2.01729         
W339    3465.45         3495.41         0.125301        0.991429        54.3967         1.09684         
W340    3463.21         3489.99         0.131479        0.992326        48.7137         4.08689         
W341    3464.19         3562.98         0.132423        0.972274        73.7678         1.09408         
W342    3466.43         4551.06         0.121826        0.761675        3.42069         5.11976e-07     
W343    3468.53         3489.48         0.127849        0.993997        46.85           1.86999         
W344    3470.5          3468.27         0.131           1.00064         57.263          1.52579         
W345    3472.33         3475.29         0.134937        0.999146        75.1242         1.80685         
W346    3474.02         3444.55         0.132203        1.00855         95.9959         1.16019         
W347    3475.57         3471.83         0.113143        1.00108         63.2818         1.04735         
W348    3476.98         3476.18         0.121628        1.00023         60.6248         2.59562         
W349    3478.25         3488.9          0.123028        0.99695         62.4579         0.793751        
W350    3479.39         3475.86         0.131893        1.00101         58.6752         3.21527         
W351    3480.38         3473.66         0.137583        1.00193         67.2477         1.49064         
W352    3481.23         3481.14         0.126752        1.00002         57.5911         1.24597         
W353    3481.94         3497.82         0.109836        0.995459        60.0427         2.2041          
W354    3482.51         3470.44         0.138865        1.00348         70.4248         4.49906         
W355    3482.93         3482.83         0.129814        1.00003         62.4579         2.57295         
W356    3483.22         3484.3          0.126611        0.99969         69.0388         3.73234         
W357    3483.36         3483.8          0.127618        0.999874        59.1457         0.0260609       
W358    3483.36         3477.79         0.134164        1.0016          57.96           0.770312        
W359    3483.22         3481.29         0.131745        1.00055         65.8646         1.75622         
W360    3482.93         3485.91         0.129745        0.999145        58.307          2.54094         
W361    3482.51         3476.14         0.145252        1.00183         75.3251         3.90882         
W362    3481.94         3484.32         0.125056        0.999315        63.7506         0.596826        
W363    3481.23         3476.81         0.12576         1.00127         54.6052         2.72788         
W364    3480.38         3481.95         0.122972        0.999549        61.803          1.82353         
W365    3479.39         3476.42         0.136002        1.00085         65.1001         1.52708         
W366    3478.25         3475.52         0.139913        1.00079         75.3457         2.12064         
W367    3476.98         3490.73         0.130611        0.996063        55.4004         4.31986         
W368    3475.57         3474.11         0.132688        1.00042         53.858          0.0872456       
W369    3474.02         3475.19         0.127733        0.999662        65.0825         2.14925         
W370    3472.33         3484.63         0.114682        0.996468        38.8251         0.0561374       
W371    3470.5          3476.71         0.129132        0.998214        61.6459         2.51024         
W372    3468.53         3477.79         0.125056        0.997337        44.0374         3.3428          
W373    3466.43         3478.91         0.122632        0.996413        29.961          1.44933         
W374    3464.19         3483.7          0.131567        0.994398        95.8355         0.713153        
W375    3465.03         3510.46         0.129669        0.987058        200             4.07235         
W376    3467.27         3559.82         0.124275        0.974001        25.0774         1.10447         
W377    3469.37         3477.54         0.129317        0.997653        53.7631         1.03998         
W378    3471.34         3557.83         0.128022        0.97569         151.601         2.91916         
W379    3473.17         3472.04         0.133386        1.00033         50.0637         2.64375         
W380    3474.86         3474.82         0.132539        1.00001         56.4892         3.3853          
W381    3476.42         3482.38         0.123044        0.998288        44.8389         1.48668         
W382    3477.83         3473.94         0.127758        1.00112         55.9079         0.772076        
W383    3479.1          3482.08         0.131861        0.999144        69.5747         0.379626        
W384    3480.23         3478.72         0.127798        1.00044         67.7317         2.84661         
W385    3481.23         3482.43         0.129254        0.999656        62.0572         1.04781         
W386    3482.08         3477.94         0.134838        1.00119         61.1927         2.33795         
W387    3482.79         3474.97         0.135587        1.00225         66.6486         2.52478         
W388    3483.36         3487.94         0.118818        0.998687        59.7061         1.06644         
W389    3483.78         3484.19         0.122236        0.999883        63.1478         5.56774         
W390    3484.07         3481.32         0.131944        1.00079         71.4054         4.82772         
W391    3484.21         3484.43         0.128349        0.999936        60.6152         6.95047         
W392    3484.21         3490.2          0.123046        0.998282        71.1293         3.04164         
W393    3484.07         3484.26         0.130724        0.999944        71.2316         7.40466         
W394    3483.78         3481.53         0.129067        1.00065         62.022          2.80979         
W395    3483.36         3484.98         0.125242        0.999534        65.0972         3.92499         
W396    3482.79         3483.45         0.128945        0.999809        67.7646         1.23544         
W397    3482.08         3484.09         0.116099        0.999422        54.9251         1.1933          
W398    3481.23         3494.88         0.104383        0.996093        61.0617         0.796372        
W399    3480.23         3469.22         0.143696        1.00317         68.496          1.44169         
W400    3479.1          3479.13         0.136269        0.999992        67.4091         7.18644         
W401    3477.83         3474.34         0.12662         1.001           83.8732         2.9222          
W402    3476.42         3484.99         0.11588         0.99754         58.6678         0.851143        
W403    3474.86         3475.49         0.124354        0.999818        69.7247         4.76526         
W404    3473.17         3474.32         0.128434        0.999669        75.0407         3.91508         
W405    3471.34         3438.78         0.135553        1.00947         72.275          0.342599        
W406    3469.37         3465.47         0.128068        1.00113         52.2176         0.130493        
W407    3467.27         3474.77         0.128208        0.997841        76.1241         1.43048         
W408    3465.03         3479.17         0.136819        0.995934        56.01           0.86824         
W409    3465.73         3673.3          0.130073        0.943491        33.0389         1.61225         
W410    3467.97         3469.56         0.120851        0.999542        58.7393         2.46048         
W411    3470.07         3480.18         0.12262         0.997097        45.7805         0.222637        
