Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W69     3452.52         3666.46         0.137855        0.941648        27.0173         3.33849         
W70             3454.74         3480.36         0.992637        108.495         1.35525         
W71             3456.82         3437.78         1.00554         215.924         2.24991         
W72     3458.77         3466.55         0.119725        0.997756        38.3717         1.92115         
W73     3460.58         3453.62         0.12329         1.00201         47.9778         2.55519         
W74     3462.25         3470.71         0.126018        0.997565        52.5845         0.951785        
W75     3463.79         3485.76         0.122884        0.993698        20.5559         0.633531        
W76     3465.19         3392.76         0.128755        1.02135         58.0031         1.25286         
W77     3466.45         3431.73         0.138031        1.01012         40.7673         0.548595        
W78     3467.57         3483.78         0.135533        0.995346        23.8669         0.716172        
W79     3468.55         3466.63         0.154037        1.00055         68.7497         1.74612         
W80     3469.4          3465.39         0.154271        1.00116         61.3165         1.08398         
W81     3470.1          3467.03         0.143029        1.00089         44.8128         0.159755        
W82     3470.66         3471.62         0.142288        0.999723        55.4833         2.94351         
W83     3471.08         3473.17         0.136798        0.999401        62.8493         5.53227         
W84     3471.36         3470.12         0.13812         1.00036         43.9205         0.145954        
W85     3471.51         3490.78         0.132238        0.994479        37.2774         1.96916         
W86     3471.51         3471.45         0.146417        1.00002         51.6727         1.50639         
W87     3471.36         3472.1          0.132097        0.999788        27.3234         1.01075         
W88     3471.08         3388.03         0.134475        1.02451         128.296         1.17847         
W89     3470.66         3474.94         0.118399        0.998769        51.2239         2.20921         
W90     3470.1          3495.19         0.131295        0.992821        30.8023         2.19122         
W91     3469.4          3468.11         0.133974        1.00037         59.7172         1.80614         
W92     3468.55         3469.05         0.125876        0.999857        43.8699         0.625617        
W93     3467.57         3586.41         0.136611        0.966865        110.514         2.7217          
W94     3466.45         3114.83         0.117073        1.11289         17.8132         0.342578        
W95     3465.19         3455.28         0.124494        1.00287         53.5486         1.00581         
W96     3463.79         3465.65         0.1314          0.999465        56.695          0.89509         
W97     3462.25         3465.43         0.138431        0.999084        42.4717         0.0923839       
W98             3460.58         3454.86         1.00166         80.4736         1.32737         
W99     3458.77         3429.94         0.1337          1.0084          77.2655         1.60654         
W100            3456.82         3465.76         0.997421        80.3982         0.618268        
W101            3454.74         3462.98         0.997622        88.694          1.43351         
W102    3452.52         3505.81         0.138262        0.9848          41.8744         0.551448        
W103    3454.46         3705.72         0.114231        0.932195        6.37331         0.823388        
W104            3456.68         3491.38         0.99006         238.887         0.527917        
W105    3458.77         3388.94         0.110625        1.02061         197.442         4.59943         
W106    3460.72         3465.83         0.115378        0.998524        38.0872         2.3193          
W107    3462.53         3478.15         0.103521        0.99551         24.353          0.151872        
W108    3464.21         3468.57         0.103516        0.998744        31.7085         1.54733         
W109    3465.75         3471.36         0.124644        0.998384        52.0443         4.93113         
W110    3467.15         3465.9          0.121788        1.00036         52.143          2.31944         
W111    3468.41         3467.46         0.125257        1.00028         57.6874         2.72431         
W112    3469.53         3463.72         0.123912        1.00168         22.5377         5.67673         
W113    3470.52         3484.73         0.143195        0.995922        50.2206         1.66175         
W114    3471.36         3471.07         0.124055        1.00008         56.2379         2.9855          
W115    3472.06         3471.06         0.127948        1.00029         47.7864         0.614465        
W116    3472.63         3474.63         0.125349        0.999424        57.6691         7.89792         
W117    3473.05         3486.69         0.135063        0.996088        35.1668         3.4449          
W118    3473.33         3474.02         0.119389        0.999801        49.2702         0.565347        
W119    3473.47         3469.78         0.133829        1.00106         57.6088         0.99596         
W120    3473.47         3474.82         0.123323        0.999613        50.9881         0.347679        
W121    3473.33         3472.49         0.120596        1.00024         69.7896         0.708408        
W122    3473.05         3469.95         0.125841        1.00089         61.188          1.41097         
W123    3472.63         3482.1          0.126553        0.99728         20.6776         0.427856        
W124    3472.06         3471.32         0.130877        1.00021         66.7207         4.47423         
W125    3471.36         3470.03         0.122614        1.00038         107.124         1.89182         
W126    3470.52         3486.64         0.128006        0.995375        36.6195         4.52197         
W127    3469.53         3465.18         0.12749         1.00126         50.9            1.18072         
W128    3468.41         3491.85         0.114931        0.993288        41.9143         0.187847        
W129    3467.15         3459.32         0.1389          1.00226         58.5765         4.1129          
W130    3465.75         3469.14         0.121821        0.999021        37.1897         4.9464          
W131    3464.21         3472.05         0.125805        0.997741        51.14           3.65612         
W132    3462.53         3488.42         0.137262        0.992578        11.5154         2.1169          
W133    3460.72         3462.06         0.116419        0.999611        5.44014         0.0294227       
W134            3458.77         3458.58         1.00006         108.782         1.09744         
W135            3456.68         3454.77         1.00055         59.5191         1.17026         
W136    3454.46         3544.17         0.148919        0.974687        7.72912         0.844811        
W137    3456.26         3505.31         0.133198        0.986007        40.4956         1.30791         
W138    3458.48         3729.96         0.125383        0.927216        3.96473         1.32236e-05     
W139    3460.57         3477.92         0.129968        0.995012        28.9804         1.98436         
W140    3462.53         3459.68         0.127348        1.00082         44.9006         0.0171082       
W141    3464.34         3479.09         0.123172        0.995761        109.181         0.512236        
W142    3466.02         3489.63         0.134735        0.993235        17.8423         0.725636        
W143    3467.57         3468.77         0.123668        0.999653        49.6708         1.13957         
W144    3468.97         3469.41         0.123284        0.999873        49.2281         0.894461        
W145    3470.23         3470.01         0.128401        1.00006         48.8391         1.28239         
W146    3471.36         3467.81         0.127377        1.00102         55.1205         0.109234        
W147    3472.34         3473.72         0.133043        0.999603        47.0562         1.63703         
W148    3473.19         3477.69         0.128178        0.998706        37.324          3.34411         
W149    3473.89         3472.56         0.126283        1.00038         64.5707         1.98053         
W150    3474.46         3447.78         0.13396         1.00774         56.7201         1.15028         
W151    3474.88         3473.21         0.14077         1.00048         67.0645         2.15353         
W152    3475.16         3475.94         0.128896        0.999777        54.1744         3.08668         
W153    3475.3          3478.97         0.139413        0.998946        48.1869         1.14961         
W154    3475.3          3494.93         0.133966        0.994385        34.7239         1.0019          
W155    3475.16         3478.3          0.125969        0.999099        61.9763         2.58021         
W156    3474.88         3482.11         0.136559        0.997924        48.3398         0.366274        
W157    3474.46         3472.75         0.136857        1.00049         73.0198         0.627281        
W158    3473.89         3470.62         0.152138        1.00094         58.6028         1.32512         
W159    3473.19         3473.84         0.124915        0.999811        60.1283         2.55246         
W160    3472.34         3471.86         0.130435        1.00014         51.9681         3.24272         
W161    3471.36         3472.6          0.135524        0.999643        57.3942         1.46865         
W162    3470.23         3462.37         0.128737        1.00227         58.618          1.96134         
W163    3468.97         3272.26         0.118372        1.06011         66.235          0.149706        
W164    3467.57         3444.23         0.133623        1.00678         54.9764         1.07735         
W165    3466.02         3457.84         0.118886        1.00237         57.5159         4.51716         
W166    3464.34         3465.81         0.131798        0.999576        28.5252         0.287881        
W167    3462.53         3470.01         0.145384        0.997844        55.8377         1.73397         
W168    3460.57         3462.34         0.128608        0.99949         45.7861         0.106972        
W169            3458.48         3457.71         1.00022         91.6918         1.20715         
W170    3456.26         3472.22         0.129315        0.995402        41.7704         2.01643         
W171    3457.92         3505.22         0.125368        0.986508        26.5369         0.130815        
W172    3460.15         3480.23         0.122911        0.994231        43.5771         1.00511         
W173    3462.24         3493.77         0.127419        0.990978        82.2438         1.44729         
W174    3464.2          3469.16         0.116085        0.998569        42.4167         1.22902         
W175    3466.02         3466.99         0.124585        0.999721        108.297         4.65247         
W176    3467.7          3470.36         0.13803         0.999235        35.1554         1.02072         
W177    3469.25         3471.76         0.129915        0.999275        53.7918         2.87794         
W178    3470.65         3468.24         0.128139        1.0007          67.9065         1.33427         
W179    3471.92         3469.32         0.13194         1.00075         56.7669         1.5936          
W180    3473.04         3473.77         0.12939         0.999791        55.0158         0.386903        
W181    3474.03         3472.33         0.138202        1.00049         64.9995         1.84085         
W182    3474.88         3487.37         0.130061        0.996418        32.1528         1.73382         
W183    3475.58         3476.05         0.142618        0.999864        49.1787         5.3584          
W184    3476.15         3475.36         0.131498        1.00022         61.5648         1.445           
W185    3476.57         3477.41         0.136389        0.999759        49.6036         0.400349        
W186    3476.85         3477.16         0.119352        0.999913        63.6261         0.660369        
W187    3476.99         3476.82         0.141278        1.00005         59.3523         2.57962         
W188    3476.99         3478.2          0.13798         0.999654        63.609          0.778027        
W189    3476.85         3477.95         0.140144        0.999686        52.7201         2.30967         
W190    3476.57         3478.56         0.124156        0.999429        67.8894         1.48176         
W191    3476.15         3475.97         0.126828        1.00005         46.9853         0.971328        
W192    3475.58         3477.41         0.133922        0.999475        42.6745         1.98772         
W193    3474.88         3474.16         0.123867        1.00021         50.1016         0.547505        
W194    3474.03         3473.6          0.125755        1.00012         49.5044         2.68196         
W195    3473.04         3471.84         0.130664        1.00035         51.7811         0.169347        
W196    3471.92         3463.75         0.134315        1.00236         51.2582         2.94518         
W197    3470.65         3463.73         0.124531        1.002           46.2145         0.78206         
W198    3469.25         3477.23         0.136937        0.997703        37.043          0.59555         
W199    3467.7          3463.7          0.12826         1.00115         64.2143         2.488           
W200    3466.02         3465.89         0.135513        1.00004         49.246          1.6875          
W201    3464.2          3457.65         0.142731        1.0019          34.7629         1.10782         
W202    3462.24         3702.6          0.129082        0.935085        127.529         1.55673         
W203            3460.15         3423.44         1.01072         101.979         0.925432        
W204    3457.92         3615.87         0.136294        0.956317        63.0237         2.98796         
W205    3459.45         3515.63         0.15208         0.984019        16.0259         1.00287         
W206    3461.68         3437.16         0.129458        1.00713         49.1015         0.828939        
W207    3463.78         3468.2          0.13046         0.998725        45.8669         2.26866         
W208    3465.74         3467.36         0.127337        0.999533        40.3125         0.619292        
W209    3467.56         3469.41         0.117823        0.999465        44.7849         3.24213         
W210    3469.24         3470.23         0.147675        0.999715        29.9694         1.39838         
W211    3470.79         3481.26         0.135784        0.996991        51.406          0.638685        
W212    3472.2          3473.86         0.142831        0.99952         67.5349         3.69887         
W213    3473.46         3474.59         0.127036        0.999674        63.2455         0.616225        
W214    3474.59         3476.32         0.126266        0.999501        74.8307         1.14427         
W215    3475.58         3473.05         0.153978        1.00073         68.6347         1.45049         
W216    3476.43         3476.32         0.128453        1.00003         51.3717         1.999           
W217    3477.13         3476.9          0.119316        1.00007         62.3284         0.246289        
W218    3477.7          3482.06         0.118316        0.998747        45.3176         0.295258        
W219    3478.12         3476.49         0.14088         1.00047         75.2234         2.27297         
W220    3478.41         3480.77         0.118524        0.99932         52.8299         3.5967          
W221    3478.55         3479.03         0.128508        0.999862        64.274          1.26442         
W222    3478.55         3479.26         0.136355        0.999796        60.0182         1.997           
W223    3478.41         3479.29         0.133259        0.999747        51.7713         0.544597        
W224    3478.12         3484.77         0.12987         0.998092        48.8127         2.27729         
W225    3477.7          3476.91         0.133772        1.00023         70.4901         1.46758         
W226    3477.13         3473.22         0.133395        1.00113         58.3382         0.884924        
W227    3476.43         3475.54         0.144309        1.00026         52.4321         4.33003         
W228    3475.58         3475.2          0.134138        1.00011         53.1957         1.06078         
W229    3474.59         3468.42         0.13974         1.00178         64.6007         0.385464        
W230    3473.46         3465.35         0.143168        1.00234         48.3766         0.859927        
W231    3472.2          3463.98         0.134642        1.00237         38.0775         0.341354        
W232    3470.79         3493.25         0.137281        0.99357         25.9191         1.42923         
W233    3469.24         3468.78         0.145423        1.00013         47.5978         4.29956         
W234    3467.56         3469.56         0.120253        0.999423        43.5877         0.763751        
W235    3465.74         3473.28         0.121121        0.997829        25.1631         1.49502         
W236    3463.78         3458.21         0.117457        1.00161         45.2222         2.15651         
W237    3461.68         3476.79         0.120252        0.995654        18.8981         0.625087        
W238    3459.45         3512.28         0.169784        0.984958        39.9256         2.20599         
W239    3460.84         3487.68         0.124377        0.992304        43.8104         1.6604          
W240    3463.08         3507.25         0.115163        0.987406        28.9015         1.93501         
W241    3465.17         3471.85         0.128515        0.998078        54.7519         2.90486         
W242    3467.14         3471.26         0.13332         0.998812        59.7739         4.78253         
W243    3468.96         3468.44         0.135823        1.00015         60.3333         0.107443        
W244    3470.65         3470.86         0.126544        0.999939        63.526          1.37775         
W245    3472.19         3472.48         0.120978        0.999916        57.9019         0.821988        
W246    3473.6          3473.53         0.130881        1.00002         56.7016         2.48434         
W247    3474.87         3474.91         0.128853        0.999987        77.8241         0.664631        
W248    3476            3476.79         0.144673        0.999772        75.0445         2.13048         
W249    3476.99         3478.27         0.139115        0.999632        71.7809         2.60804         
W250    3477.84         3478.22         0.132737        0.999889        56.7843         2.21902         
W251    3478.54         3479.31         0.136437        0.999779        69.9312         1.22943         
W252    3479.11         3479.39         0.127534        0.99992         75.1266         1.48339         
W253    3479.53         3479.54         0.135159        1               71.833          1.46835         
W254    3479.82         3479.57         0.142316        1.00007         59.1908         1.10494         
W255    3479.96         3479.87         0.137974        1.00003         65.7341         1.11353         
W256    3479.96         3482.14         0.129582        0.999374        64.5438         3.7611          
W257    3479.82         3480.56         0.134359        0.999786        63.8985         2.93284         
W258    3479.53         3479.91         0.144628        0.999893        57.2503         1.78635         
W259    3479.11         3476.73         0.151835        1.00068         64.7551         0.132638        
W260    3478.54         3474.63         0.13669         1.00113         67.2808         0.945474        
W261    3477.84         3482.6          0.138743        0.998633        54.9448         0.177319        
W262    3476.99         3477.43         0.133271        0.999874        56.0884         1.48006         
W263    3476            3475.03         0.135662        1.00028         61.159          6.88719         
W264    3474.87         3475.51         0.124554        0.999815        54.1088         0.899154        
W265    3473.6          3472.32         0.138428        1.00037         45.6303         2.19724         
W266    3472.19         3472.32         0.127531        0.999964        50.6414         1.61149         
W267    3470.65         3478.09         0.165608        0.99786         25.1447         0.0782074       
W268    3468.96         3454.93         0.161399        1.00406         62.1838         1.20055         
W269    3467.14         3465.87         0.127851        1.00037         40.869          1.74299         
W270    3465.17         3464.03         0.124833        1.00033         38.649          4.00038         
W271    3463.08         3452.91         0.140417        1.00294         27.7733         1.22483         
W272    3460.84         4612.21         0.145497        0.750366        61.4692         1.77702         
W273    3462.1          3529.2          0.138697        0.980986        52.2988         2.88492         
W274    3464.33         3471.84         0.135013        0.997838        60.3602         0.402133        
W275    3466.43         3495.25         0.130107        0.991754        45.8804         2.13111         
W276    3468.4          3478.58         0.13792         0.997072        22.4878         0.76275         
W277    3470.22         3473.08         0.128748        0.999176        33.4598         0.964551        
W278    3471.91         3470.1          0.127426        1.00052         42.4285         0.474766        
W279    3473.46         3472.77         0.132666        1.0002          39.6652         1.05885         
W280    3474.87         3475.81         0.133095        0.99973         45.1546         0.936677        
W281    3476.14         3474.58         0.142612        1.00045         59.135          0.150427        
W282    3477.27         3477.68         0.144165        0.999883        58.0792         0.544965        
W283    3478.26         3477.41         0.157573        1.00024         58.9871         1.77506         
W284    3479.11         3479.06         0.14212         1.00001         51.6468         1.87509         
W285    3479.82         3479.04         0.154935        1.00022         54.4782         2.27486         
W286    3480.38         3480.82         0.125853        0.999873        63.851          2.00682         
W287    3480.81         3480.1          0.122832        1.0002          54.1333         0.97304         
W288    3481.09         3478.73         0.132695        1.00068         62.4296         1.24947         
W289    3481.23         3481.17         0.13243         1.00002         74.4843         3.20146         
W290    3481.23         3480.79         0.137168        1.00013         60.1968         2.6076          
W291    3481.09         3480.86         0.129308        1.00007         83.8001         0.345158        
W292    3480.81         3480.64         0.150896        1.00005         75.1581         4.65483         
W293    3480.38         3483.13         0.133814        0.999212        96.06           8.97834         
W294    3479.82         3479            0.150952        1.00023         76.5203         0.979409        
W295    3479.11         3479.35         0.141099        0.999931        77.6888         1.04638         
W296    3478.26         3478.27         0.135555        0.999996        56.5559         3.81231         
W297    3477.27         3477.95         0.11749         0.999804        59.7006         2.12196         
W298    3476.14         3474.95         0.132344        1.00034         52.9892         3.8782          
W299    3474.87         3475.9          0.124279        0.999703        56.0607         2.28094         
W300    3473.46         3470.2          0.142361        1.00094         52.2122         1.40548         
W301    3471.91         3459.38         0.125905        1.00362         125.989         0.511126        
W302    3470.22         3469.01         0.134967        1.00035         55.1262         0.600229        
W303    3468.4          3458.23         0.130276        1.00294         84.2586         0.865394        
W304    3466.43         3471.17         0.129107        0.998634        55.584          2.01826         
W305    3464.33         3457.05         0.151608        1.00211         31.0887         1.90418         
W306    3462.1          3561.11         0.142042        0.972197        22.967          2.04691         
W307    3463.21         3580.63         0.138336        0.967206        57.0688         3.5826          
W308    3465.45         3427.56         0.122499        1.01105         88.5486         1.844           
W309    3467.55         3055.42         0.102831        1.13489         122.132         0.23937         
W310    3469.52         3500.64         0.119461        0.991109        33.4676         1.25354         
W311    3471.34         3477.17         0.12587         0.998324        53.3834         0.527094        
W312    3473.03         3474.08         0.126865        0.999698        53.9642         2.06514         
W313    3474.58         3476.12         0.125648        0.999558        60.3708         1.43211         
W314    3475.99         3474.35         0.136075        1.00047         65.1292         0.711252        
W315    3477.27         3479.59         0.139389        0.999333        61.3917         1.04608         
W316    3478.4          3478.17         0.127134        1.00006         65.9424         2.54411         
W317    3479.39         3479.5          0.119507        0.999969        61.1357         0.349731        
W318    3480.24         3480.4          0.124338        0.999953        52.0359         0.406909        
W319    3480.95         3480.5          0.131399        1.00013         53.2965         3.77829         
W320    3481.51         3483.14         0.112014        0.999533        55.9191         1.24297         
W321    3481.94         3481.41         0.127284        1.00015         66.7406         0.459265        
W322    3482.22         3481.88         0.122041        1.0001          96.8565         2.2042          
W323    3482.37         3482.2          0.125018        1.00005         65.2786         0.771812        
W324    3482.37         3482.69         0.126139        0.999907        54.5614         2.55496         
W325    3482.22         3482.3          0.120565        0.999979        59.6098         3.2182          
W326    3481.94         3481.67         0.131595        1.00008         61.662          0.725859        
W327    3481.51         3481.54         0.13571         0.999994        69.7964         4.54653         
W328    3480.95         3480.74         0.117315        1.00006         74.391          1.78504         
W329    3480.24         3480.17         0.127108        1.00002         64.256          0.719255        
W330    3479.39         3478.66         0.139742        1.00021         60.4944         0.096738        
W331    3478.4          3480.19         0.136067        0.999484        52.8595         0.0607033       
W332    3477.27         3476.49         0.123338        1.00022         58.7226         2.03639         
W333    3475.99         3474.28         0.157544        1.00049         66.0742         2.50373         
W334    3474.58         3469.44         0.138732        1.00148         63.2906         2.89575         
W335    3473.03         3473.54         0.123726        0.999854        59.5652         1.05999         
W336    3471.34         3469.51         0.121647        1.00053         43.6732         3.23057         
W337    3469.52         3487.91         0.127289        0.994727        16.6887         2.64691         
W338    3467.55         3468.37         0.142953        0.999763        42.0981         0.30333         
W339    3465.45         3456.32         0.124277        1.00264         83.9998         3.95792         
W340    3463.21         3491.43         0.131479        0.991918        52.6575         1.17814         
W341    3464.19         3506.81         0.132423        0.987846        39.2844         5.08542         
W342    3466.43         4253.51         0.106685        0.814957        3.21656         5.38706e-06     
W343    3468.53         3411.87         0.130143        1.01661         189.048         4.1592          
W344    3470.5          3486.46         0.134612        0.995421        51.4855         0.405838        
W345    3472.33         3489.36         0.135831        0.995119        51.4675         2.43195         
W346    3474.02         3482.4          0.132632        0.997593        29.6886         1.08166         
W347    3475.57         3475.78         0.113288        0.999939        66.4127         0.77121         
W348    3476.98         3476.81         0.121659        1.00005         57.6832         2.33856         
W349    3478.25         3478.56         0.122754        0.999911        64.0188         0.482701        
W350    3479.39         3479.67         0.132069        0.999918        56.1058         1.00922         
W351    3480.38         3479.24         0.137972        1.00033         63.1322         0.843661        
W352    3481.23         3480.66         0.126795        1.00016         57.4029         0.572434        
W353    3481.94         3483.07         0.109099        0.999675        60.8524         0.563627        
W354    3482.51         3481.19         0.1396          1.00038         66.0452         2.8412          
W355    3482.93         3483.09         0.1298          0.999955        63.682          2.8123          
W356    3483.22         3483.29         0.126563        0.999979        69.2332         2.2066          
W357    3483.36         3483.47         0.127587        0.999969        59.233          0.0944054       
W358    3483.36         3483.16         0.134473        1.00006         59.3523         2.70856         
W359    3483.22         3482.94         0.131856        1.00008         66.4926         1.58372         
W360    3482.93         3483.16         0.129563        0.999935        59.5169         3.57911         
W361    3482.51         3482.48         0.145687        1.00001         82.7456         0.660268        
W362    3481.94         3481.86         0.124996        1.00002         67.0429         1.98724         
W363    3481.23         3479.98         0.125921        1.00036         54.4489         6.44913         
W364    3480.38         3480.27         0.12292         1.00003         61.8185         1.81723         
W365    3479.39         3480.06         0.136106        0.999808        66.9206         2.3475          
W366    3478.25         3477.38         0.140096        1.00025         71.0353         1.05196         
W367    3476.98         3474.04         0.129867        1.00085         45.4782         2.95793         
W368    3475.57         3474.79         0.132867        1.00022         53.9307         0.201522        
W369    3474.02         3473.16         0.127654        1.00025         60.4523         2.16371         
W370    3472.33         3475.24         0.114109        0.999162        44.1375         0.318828        
W371    3470.5          3469.57         0.129207        1.00027         56.7043         0.885743        
W372    3468.53         3468.38         0.123531        1.00004         28.8989         0.661132        
W373    3466.43         3474.8          0.12236         0.99759         39.09           0.22296         
W374    3464.19         3473.84         0.131567        0.997223        55.4644         0.43246         
W375    3465.03         3479.53         0.129669        0.995832        60.5085         4.78205         
W376    3467.27         3418.79         0.121365        1.01418         51.7229         3.06392         
W377    3469.37         3460.9          0.131535        1.00245         53.5744         0.113821        
W378    3471.34         2655.23         0.0825248       1.30736         68.5269         2.76685         
W379    3473.17         3466.47         0.135189        1.00193         71.9447         0.256469        
W380    3474.86         3478.02         0.132805        0.999091        56.2599         2.783           
W381    3476.42         3483.6          0.1228          0.997936        38.6205         0.241749        
W382    3477.83         3477.26         0.128135        1.00016         59.3198         0.713985        
W383    3479.1          3480.34         0.131668        0.999644        68.2076         1.5534          
W384    3480.23         3479.87         0.127879        1.0001          68.3424         3.53342         
W385    3481.23         3481.09         0.12918         1.00004         62.3688         0.919772        
W386    3482.08         3482.01         0.135035        1.00002         62.9124         1.69174         
W387    3482.79         3482.72         0.136062        1.00002         67.1865         0.823037        
W388    3483.36         3483.55         0.118603        0.999943        61.7492         0.967743        
W389    3483.78         3483.72         0.122235        1.00002         62.8808         5.60881         
W390    3484.07         3483.94         0.132092        1.00004         71.3187         5.76195         
W391    3484.21         3484.11         0.128349        1.00003         60.2591         7.51063         
W392    3484.21         3484.28         0.122763        0.99998         73.1992         3.94701         
W393    3484.07         3484.12         0.130707        0.999984        71.0613         6.01466         
W394    3483.78         3483.58         0.129217        1.00006         61.2559         0.95915         
W395    3483.36         3483.4          0.125159        0.999987        65.5512         4.86935         
W396    3482.79         3483            0.128876        0.999939        68.656          0.574881        
W397    3482.08         3482.79         0.116105        0.999796        55.8923         0.307693        
W398    3481.23         3481.66         0.103772        0.999876        66.3752         0.0957139       
W399    3480.23         3478.63         0.144402        1.00046         75.7902         0.328975        
W400    3479.1          3479.6          0.136267        0.999857        66.7417         4.80415         
W401    3477.83         3478.53         0.126872        0.999798        76.9942         3.50576         
W402    3476.42         3477.6          0.11536         0.99966         55.8791         1.50419         
W403    3474.86         3472.35         0.12437         1.00072         67.3287         2.95131         
W404    3473.17         3475.75         0.128385        0.999257        75.1397         3.55214         
W405    3471.34         3468.32         0.137266        1.00087         48.6239         0.190948        
W406    3469.37         3469.19         0.127837        1.00005         49.1989         0.712156        
W407    3467.27         3470            0.128235        0.999213        76.2984         1.52713         
W408    3465.03         3479.17         0.136819        0.995934        56.01           0.86824         
W409    3465.73         3544.33         0.130073        0.977823        26.4054         2.58503         
W410    3467.97         3466.58         0.120048        1.0004          33.6569         4.68749         
W411    3470.07         3458.58         0.121961        1.00332         60.1766         0.737467        
W412    3472.04         3485.96         0.131885        0.996007        38.7102         0.794766        
W413    3473.87         3475.92         0.122895        0.999411        58.3081         1.84589         
