Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W68     3450.45         3641.79         0.125788        0.947459        9.81959         1.10542         
W69     3452.52         3669.04         0.137855        0.940987        24.6992         2.7643          
W70             3454.74         3440.91         1.00402         145.117         1.14578         
W71             3456.82         3439.74         1.00497         54.9805         1.13346         
W72     3458.77         3447.49         0.11934         1.00327         33.1988         5.87292         
W73     3460.58         3402.67         0.12038         1.01702         46.8672         8.17915         
W74     3462.25         3452.31         0.125739        1.00288         40.7909         2.55209         
W75     3463.79         3486.36         0.122747        0.993526        13.3849         0.969402        
W76     3465.19         3478.88         0.129706        0.996064        34.4407         0.241497        
W77     3466.45         3459.8          0.137827        1.00192         35.2429         1.40596         
W78     3467.57         3482.29         0.13598         0.995772        54.1477         0.779559        
W79     3468.55         3487.08         0.153816        0.994687        59.0593         1.72577         
W80     3469.4          3464.01         0.153945        1.00156         61.4168         1.71139         
W81     3470.1          3476.08         0.143478        0.998279        43.2225         0.137871        
W82     3470.66         3467.64         0.142166        1.00087         59.0207         1.91485         
W83     3471.08         3471.87         0.136766        0.999773        64.2842         5.33303         
W84     3471.36         3469.48         0.138118        1.00054         44.5619         0.745846        
W85     3471.51         3484.47         0.132087        0.99628         47.8268         2.32887         
W86     3471.51         3458.57         0.145703        1.00374         46.493          2.37538         
W87     3471.36         3466.14         0.131824        1.00151         34.8699         2.29102         
W88     3471.08         3478.66         0.137392        0.997822        36.0888         1.26689         
W89     3470.66         3479.08         0.118875        0.997582        48.1758         3.25085         
W90     3470.1          3453.21         0.130496        1.00489         63.4343         2.50183         
W91     3469.4          3459.43         0.133939        1.00288         46.9442         1.04088         
W92     3468.55         3476.12         0.126298        0.997824        55.3178         1.36519         
W93     3467.57         3470.84         0.134746        0.999058        57.3456         1.58988         
W94     3466.45         1.14358e+06     0.145592        0.5             199.93          3.41325         
W95     3465.19         3462.99         0.121737        1.00064         30.702          5.36891         
W96     3463.79         3463.78         0.131434        1               45.8227         0.93802         
W97     3462.25         3458.05         0.138292        1.00122         45.4631         0.410679        
W98             3460.58         3447.62         1.00376         95.0872         1.35453         
W99     3458.77         3444.17         0.132659        1.00424         52.2959         1.88233         
W100            3456.82         3435.96         1.00607         102.132         0.451967        
W101            3454.74         3433.52         1.00618         75.5357         0.79898         
W102    3452.52         3501.83         0.138262        0.985917        34.1139         1.1618          
W103    3454.46         3555.88         0.114231        0.971478        30.247          1.85745         
W104            3456.68         3444.2          1.00362         276.329         0.797851        
W105    3458.77         3478.19         0.111454        0.994416        18.9279         0.278797        
W106    3460.72         3473.26         0.115608        0.996389        34.2137         1.0728          
W107    3462.53         3458.28         0.103444        1.00123         36.7944         0.255775        
W108    3464.21         3468.28         0.103742        0.998826        29.7878         1.33857         
W109    3465.75         3466.74         0.124686        0.999713        45.1978         3.1293          
W110    3467.15         3472.32         0.121898        0.998511        52.3706         0.691593        
W111    3468.41         3467.8          0.125202        1.00018         58.6053         1.41874         
W112    3469.53         3473.08         0.124436        0.998978        28.6695         2.14625         
W113    3470.52         3468.74         0.142921        1.00051         65.9871         1.20499         
W114    3471.36         3476.62         0.124395        0.998489        63.2646         0.28946         
W115    3472.06         3472.26         0.127936        0.999944        49.3548         1.31737         
W116    3472.63         3477.39         0.125482        0.998632        58.6215         6.57337         
W117    3473.05         3488.05         0.135059        0.995701        33.821          3.59784         
W118    3473.33         3471.19         0.119245        1.00062         46.5965         0.26376         
W119    3473.47         3483.96         0.133865        0.99699         42.1783         1.12772         
W120    3473.47         3477.12         0.123469        0.998951        52.2734         0.781299        
W121    3473.33         3471.84         0.120531        1.00043         67.1204         0.473695        
W122    3473.05         3471.7          0.12581         1.00039         58.7336         2.07974         
W123    3472.63         3460.31         0.126853        1.00356         48.9286         1.26649         
W124    3472.06         3470.68         0.130861        1.0004          67.4367         5.39957         
W125    3471.36         3472.73         0.122723        0.999606        104.771         0.858102        
W126    3470.52         3470.6          0.127826        0.999977        49.4307         2.76607         
W127    3469.53         3469.37         0.127738        1.00005         61.5885         4.44382         
W128    3468.41         3455.54         0.111995        1.00373         76.3495         0.704493        
W129    3467.15         3459.29         0.138231        1.00227         33.4352         0.766673        
W130    3465.75         3467.97         0.121919        0.999359        39.0115         2.21618         
W131    3464.21         3455.55         0.12536         1.00251         39.808          3.29808         
W132    3462.53         3480.18         0.13606         0.994929        57.5753         3.25048         
W133    3460.72         3386            0.11291         1.02207         14.9691         0.370587        
W134            3458.77         3426.94         1.00929         122.345         0.735871        
W135            3456.68         3417.74         1.01139         61.0351         1.10984         
W136    3454.46         155439          0.148919        0.5             199.999         0.46366         
W137    3456.26         3506.62         0.133198        0.985637        51.4116         0.255828        
W138    3458.48         3709.48         0.126517        0.932335        4.01476         2.70433e-05     
W139            3460.57         3457.42         1.00091         64.1383         1.29627         
W140    3462.53         3456.01         0.127248        1.00189         43.4542         0.190954        
W141    3464.34         3435.78         0.122532        1.00831         61.7735         1.27098         
W142    3466.02         3469.1          0.133698        0.999114        16.6476         1.54888         
W143    3467.57         3467.94         0.123622        0.999893        45.4494         1.16418         
W144    3468.97         3470            0.12334         0.999703        50.1626         0.624846        
W145    3470.23         3471.25         0.128461        0.999708        50.1681         1.17735         
W146    3471.36         3478.67         0.127449        0.997898        47.2403         1.26773         
W147    3472.34         3473.23         0.132958        0.999744        45.5059         2.72512         
W148    3473.19         3481.54         0.12869         0.997602        30.6871         2.44761         
W149    3473.89         3476.32         0.126384        0.999303        65.6119         2.20127         
W150    3474.46         3467.99         0.134073        1.00187         36.4495         1.82411         
W151    3474.88         3471.94         0.140685        1.00085         69.0525         1.5005          
W152    3475.16         3475.26         0.128884        0.999972        55.4577         3.26012         
W153    3475.3          3475.52         0.139301        0.999939        46.2907         1.75066         
W154    3475.3          3485.46         0.133525        0.997086        33.6518         0.432283        
W155    3475.16         3477.87         0.126006        0.999222        60.1231         2.343           
W156    3474.88         3483.63         0.136379        0.997489        47.5532         0.271976        
W157    3474.46         3473.59         0.136826        1.00025         67.7619         0.593957        
W158    3473.89         3468            0.15165         1.0017          70.9203         0.232301        
W159    3473.19         3473.91         0.124953        0.999791        56.0109         3.07859         
W160    3472.34         3471.15         0.130341        1.00034         53.4083         2.98573         
W161    3471.36         3469.86         0.135305        1.00043         53.9646         0.844029        
W162    3470.23         3464.2          0.128372        1.00174         52.7818         1.23404         
W163    3468.97         3469.07         0.128579        0.999971        108.471         1.76958         
W164    3467.57         3466.66         0.13359         1.00026         36.2775         0.330182        
W165    3466.02         3451.57         0.118736        1.00419         56.5776         0.264707        
W166    3464.34         3460.09         0.131671        1.00123         57.8718         1.24638         
W167    3462.53         3437.44         0.144606        1.0073          38.3802         0.0926238       
W168    3460.57         3472.87         0.129468        0.996459        42.9392         0.667865        
W169            3458.48         3462.61         0.998808        86.8466         1.32787         
W170    3456.26         3473.95         0.129315        0.994906        37.6552         1.93311         
W171    3457.92         3492.42         0.125368        0.990123        36.7641         2.92504         
W172    3460.15         3459.49         0.122344        1.00019         32.498          1.02613         
W173    3462.24         3397.55         0.126923        1.01904         66.8443         3.53408         
W174    3464.2          3456.43         0.116094        1.00225         41.4962         0.369002        
W175    3466.02         3334.22         0.11916         1.03953         67.2848         3.02008         
W176    3467.7          3453.8          0.137652        1.00403         42.0261         0.45058         
W177    3469.25         3475.17         0.130201        0.998295        51.2443         2.75066         
W178    3470.65         3468.8          0.12799         1.00053         66.0739         2.35944         
W179    3471.92         3470.36         0.131834        1.00045         59.0866         3.686           
W180    3473.04         3474.11         0.129443        0.999693        54.8335         0.233626        
W181    3474.03         3472.35         0.138234        1.00048         63.4502         1.54835         
W182    3474.88         3461.62         0.129758        1.00383         72.0932         1.35946         
W183    3475.58         3472.23         0.142499        1.00097         50.6307         5.98734         
W184    3476.15         3476.95         0.131576        0.999769        61.5148         2.34081         
W185    3476.57         3477.19         0.136402        0.999823        49.8535         0.133515        
W186    3476.85         3481.42         0.119498        0.998688        61.4643         0.0820102       
W187    3476.99         3475.87         0.141191        1.00032         57.7448         2.29786         
W188    3476.99         3480            0.138075        0.999135        63.4686         0.503998        
W189    3476.85         3475.86         0.140048        1.00029         52.6091         2.28268         
W190    3476.57         3477.64         0.124131        0.999693        68.0793         1.05535         
W191    3476.15         3478.66         0.126934        0.999277        43.2249         0.465502        
W192    3475.58         3474.68         0.133996        1.00026         46.8444         0.940346        
W193    3474.88         3474.33         0.123853        1.00016         51.0938         0.523938        
W194    3474.03         3473.47         0.125726        1.00016         48.7927         2.17808         
W195    3473.04         3473.31         0.130681        0.999924        54.6433         0.0801738       
W196    3471.92         3468.89         0.13428         1.00087         47.4431         1.83659         
W197    3470.65         3471.01         0.124583        0.999896        53.315          2.25601         
W198    3469.25         3479.47         0.136664        0.997063        36.4913         0.0522889       
W199    3467.7          3462.3          0.128273        1.00156         57.6481         2.67617         
W200    3466.02         3454.86         0.13509         1.00323         68.0823         0.589355        
W201    3464.2          3459.45         0.142941        1.00137         38.2241         0.794926        
W202    3462.24         3446.86         0.129367        1.00446         27.8993         2.46462         
W203    3460.15         3463.96         0.131725        0.9989          38.0838         1.20857         
W204    3457.92         3515.27         0.136294        0.983687        37.5187         1.07215         
W205    3459.45         3513.4          0.15208         0.984644        199.989         2.55843         
W206    3461.68         3326.98         0.12128         1.04049         118.234         5.04413         
W207    3463.78         3458.83         0.130619        1.00143         53.3422         1.57282         
W208    3465.74         3459.42         0.127215        1.00183         65.1839         0.953005        
W209    3467.56         3466.28         0.117931        1.00037         34.9567         0.847565        
W210    3469.24         3473.14         0.147655        0.998878        23.2655         1.35601         
W211    3470.79         3476.08         0.135775        0.998479        54.5051         1.69282         
W212    3472.2          3468.47         0.142513        1.00107         63.2141         2.0857          
W213    3473.46         3474.38         0.127058        0.999738        61.984          0.882389        
W214    3474.59         3477.39         0.126326        0.999194        74.8327         0.724425        
W215    3475.58         3470.13         0.153792        1.00157         73.42           3.67625         
W216    3476.43         3475.64         0.128458        1.00023         52.561          1.38369         
W217    3477.13         3476.98         0.119295        1.00004         64.3141         0.558474        
W218    3477.7          3479.84         0.118225        0.999385        48.3075         0.803052        
W219    3478.12         3473.69         0.140587        1.00128         86.1865         2.57995         
W220    3478.41         3481.92         0.118574        0.99899         51.6642         4.00262         
W221    3478.55         3479.37         0.128558        0.999763        63.8662         1.05232         
W222    3478.55         3477.85         0.136286        1.0002          59.4704         0.794154        
W223    3478.41         3479.17         0.133304        0.999781        52.9503         0.430329        
W224    3478.12         3483.8          0.129852        0.99837         49.3937         1.63458         
W225    3477.7          3476.25         0.133684        1.00042         68.7284         0.663154        
W226    3477.13         3472.99         0.133382        1.00119         60.0321         0.312601        
W227    3476.43         3474.31         0.1442          1.00061         53.7516         3.64864         
W228    3475.58         3474.59         0.134114        1.00028         53.3648         0.568889        
W229    3474.59         3476            0.139892        0.999596        52.555          0.442364        
W230    3473.46         3493.39         0.143217        0.994297        26.2976         1.04816         
W231    3472.2          3478            0.135847        0.998331        44.3123         0.199836        
W232    3470.79         3445.46         0.135967        1.00735         87.6096         2.56398         
W233    3469.24         3467.28         0.145427        1.00057         48.7725         4.40085         
W234    3467.56         3460.66         0.120915        1.00199         72.8418         1.04082         
W235    3465.74         3472.47         0.121656        0.998061        51.2821         0.59223         
W236    3463.78         3461.51         0.117421        1.00065         38.8537         0.736066        
W237    3461.68         3457.66         0.120554        1.00116         58.1181         1.52559         
W238    3459.45         3512.28         0.169784        0.984958        39.9256         2.20599         
W239    3460.84         3456.28         0.124377        1.00132         51.2226         3.137           
W240    3463.08         3431.63         0.114474        1.00916         56.3079         0.935305        
W241    3465.17         3469.72         0.128402        0.99869         53.4864         0.664498        
W242    3467.14         3453.87         0.132998        1.00384         57.4191         0.711411        
W243    3468.96         3465.9          0.135787        1.00088         57.6665         0.408627        
W244    3470.65         3467.02         0.126457        1.00104         69.2377         0.651074        
W245    3472.19         3477.73         0.12116         0.998408        54.4451         0.743024        
W246    3473.6          3473.82         0.130889        0.999936        58.6146         2.79872         
W247    3474.87         3475.05         0.128863        0.999948        77.6442         0.580918        
W248    3476            3476.08         0.144636        0.999976        76.6502         2.56771         
W249    3476.99         3478.97         0.139268        0.999429        65.3671         1.92538         
W250    3477.84         3478.33         0.132753        0.999858        56.3197         2.41057         
W251    3478.54         3479.59         0.136472        0.999699        69.0808         0.983445        
W252    3479.11         3478.39         0.12754         1.00021         74.3026         1.04166         
W253    3479.53         3480.27         0.135211        0.999788        71.9716         0.981406        
W254    3479.82         3477.82         0.142222        1.00058         61.1716         0.874147        
W255    3479.96         3478.35         0.137874        1.00046         60.409          0.706765        
W256    3479.96         3482.44         0.129611        0.999289        64.5973         4.33582         
W257    3479.82         3481.27         0.134453        0.999583        61.9082         3.33023         
W258    3479.53         3479.99         0.144642        0.99987         57.3184         1.28796         
W259    3479.11         3477.9          0.151911        1.00035         60.9291         0.20967         
W260    3478.54         3476.13         0.136737        1.0007          69.8058         1.42132         
W261    3477.84         3478.71         0.138724        0.999749        59.0421         0.212798        
W262    3476.99         3478.28         0.133364        0.999629        53.9994         3.54513         
W263    3476            3473.91         0.135495        1.0006          62.2807         6.87771         
W264    3474.87         3477.59         0.124705        0.999218        55.9073         0.952836        
W265    3473.6          3471.64         0.138314        1.00057         45.538          4.43162         
W266    3472.19         3471.6          0.127594        1.00017         49.0022         2.08292         
W267    3470.65         3459.53         0.165122        1.00321         36.9789         0.777692        
W268    3468.96         3459.44         0.161929        1.00275         45.0856         3.59053         
W269    3467.14         3465.92         0.127795        1.00035         36.3479         1.25648         
W270    3465.17         3467.26         0.124728        0.999399        32.1171         3.55994         
W271    3463.08         3461.68         0.140491        1.0004          18.4675         0.78255         
W272    3460.84         4612.21         0.145497        0.750366        61.4692         1.77702         
W273    3462.1          3533.07         0.138697        0.979912        49.6329         2.39919         
W274    3464.33         3455.7          0.134868        1.0025          44.6529         1.14224         
W275    3466.43         3436.05         0.126834        1.00884         73.0482         0.36263         
W276    3468.4          3437.08         0.137496        1.00911         33.4923         1.4274          
W277    3470.22         3463.99         0.128701        1.0018          42.7737         2.44387         
W278    3471.91         3474.18         0.127761        0.999346        37.2151         0.332572        
W279    3473.46         3469.37         0.132337        1.00118         40.475          3.06084         
W280    3474.87         3476.45         0.133202        0.999546        45.7265         0.436668        
W281    3476.14         3481.56         0.142519        0.998443        49.4165         0.429976        
W282    3477.27         3477.33         0.144158        0.999982        58.5461         0.550855        
W283    3478.26         3475.04         0.157366        1.00093         60.7348         2.45257         
W284    3479.11         3479.25         0.142136        0.999958        52.1127         1.42515         
W285    3479.82         3477.53         0.154774        1.00066         54.5388         2.94445         
W286    3480.38         3479.05         0.125819        1.00038         59.0611         0.317205        
W287    3480.81         3482.75         0.122907        0.999443        55.4959         1.51682         
W288    3481.09         3478.88         0.13269         1.00063         61.95           1.26698         
W289    3481.23         3481.43         0.132448        0.999943        74.0341         3.50455         
W290    3481.23         3479.1          0.137077        1.00061         57.8897         1.07314         
W291    3481.09         3482.49         0.12944         0.999597        82.9891         0.952617        
W292    3480.81         3478.62         0.150828        1.00063         68.3558         2.80119         
W293    3480.38         3483.77         0.133834        0.999028        95.7983         8.3307          
W294    3479.82         3474.66         0.150734        1.00149         78.9306         2.04358         
W295    3479.11         3477.51         0.14103         1.00046         65.8387         0.242766        
W296    3478.26         3478.65         0.135565        0.999886        57.758          4.46538         
W297    3477.27         3479.93         0.117588        0.999235        62.7608         3.45516         
W298    3476.14         3470.66         0.132049        1.00158         51.413          5.13384         
W299    3474.87         3480.27         0.124553        0.998448        56.3514         2.95493         
W300    3473.46         3470.91         0.142372        1.00073         53.119          1.34345         
W301    3471.91         3481.5          0.125877        0.997247        109.1           0.920969        
W302    3470.22         3468.17         0.13481         1.00059         50.6716         2.6286          
W303    3468.4          3448.27         0.129131        1.00584         98.5201         0.851402        
W304    3466.43         3469.84         0.129282        0.999017        60.7785         2.22716         
W305    3464.33         3430.02         0.149582        1.01            41.1279         0.751755        
W306    3462.1          3555.13         0.142042        0.973831        23.6093         0.735893        
W307    3463.21         3610            0.138336        0.959338        39.5227         3.72181         
W308    3465.45         3471.42         0.124825        0.998282        79.4002         0.961936        
W309    3467.55         2685.72         0.0589741       1.29111         6.37331         0.823388        
W310    3469.52         3446.49         0.118782        1.00668         155.791         1.35188         
W311    3471.34         3463.01         0.125452        1.00241         53.7332         1.77549         
W312    3473.03         3468.07         0.126695        1.00143         57.3324         3.49616         
W313    3474.58         3477.4          0.125827        0.99919         59.1546         2.28483         
W314    3475.99         3472.75         0.135818        1.00093         66.8459         1.30018         
W315    3477.27         3476.17         0.13935         1.00032         64.3973         1.15218         
W316    3478.4          3479.52         0.127186        0.999679        65.085          2.62119         
W317    3479.39         3483.8          0.119688        0.998733        60.1974         1.33911         
W318    3480.24         3481.27         0.124377        0.999703        52.5448         0.603543        
W319    3480.95         3478.27         0.131235        1.00077         50.5625         1.33066         
W320    3481.51         3487.82         0.112312        0.998192        55.7773         2.50191         
W321    3481.94         3480.55         0.127219        1.0004          67.0188         0.556466        
W322    3482.22         3482.31         0.122046        0.999974        96.4013         2.20317         
W323    3482.37         3482.2          0.125013        1.00005         65.5073         0.895184        
W324    3482.37         3483.27         0.126195        0.999739        54.5351         1.94781         
W325    3482.22         3484.15         0.120647        0.999446        58.5581         1.82902         
W326    3481.94         3482.29         0.131628        0.999901        61.9289         1.07533         
W327    3481.51         3479.7          0.135612        1.00052         64.4016         4.79958         
W328    3480.95         3482.82         0.117402        0.999463        75.045          2.86473         
W329    3480.24         3480.36         0.127128        0.999966        64.2773         0.829719        
W330    3479.39         3477.85         0.139668        1.00044         61.9818         0.119093        
W331    3478.4          3479.38         0.135931        0.999718        52.5413         0.844374        
W332    3477.27         3487.96         0.123623        0.996933        53.0053         0.539889        
W333    3475.99         3471.95         0.157331        1.00116         63.2901         3.90874         
W334    3474.58         3474.49         0.138707        1.00003         55.7931         2.5102          
W335    3473.03         3476.84         0.124022        0.998905        60.9008         0.052748        
W336    3471.34         3458.15         0.120981        1.00382         43.7067         1.75217         
W337    3469.52         3522.48         0.130351        0.984963        41.8675         2.42544         
W338    3467.55         3457.27         0.142379        1.00297         60.3061         0.705902        
W339    3465.45         3494.07         0.125301        0.991809        67.082          1.91338         
W340    3463.21         3489.99         0.131479        0.992326        48.7137         4.08689         
W341    3464.19         3564.53         0.132423        0.971849        79.5332         2.77799         
W342    3466.43         3259.41         0.121826        1.06352         31.2066         1.22545         
W343    3468.53         3433.84         0.127081        1.0101          49.5679         1.19983         
W344    3470.5          3469.77         0.131085        1.00021         42.092          1.11248         
W345    3472.33         3482.03         0.134822        0.997213        57.2318         0.0831228       
W346    3474.02         3485.86         0.133334        0.996603        42.0737         0.31614         
W347    3475.57         3475.95         0.113265        0.99989         74.1151         0.163591        
W348    3476.98         3477.61         0.121656        0.999819        60.3183         1.9512          
W349    3478.25         3475.41         0.122653        1.00082         62.3111         0.530456        
W350    3479.39         3478.9          0.132027        1.00014         53.9548         2.09975         
W351    3480.38         3478.75         0.137849        1.00047         64.0563         0.472842        
W352    3481.23         3480.84         0.126756        1.00011         56.783          0.773816        
W353    3481.94         3487.47         0.109337        0.998414        62.3018         0.426859        
W354    3482.51         3478.19         0.139348        1.00124         67.3015         2.35327         
W355    3482.93         3483.16         0.129817        0.999934        63.7419         3.01746         
W356    3483.22         3483.39         0.126572        0.999951        69.267          2.47693         
W357    3483.36         3483.51         0.127602        0.999957        59.298          0.128673        
W358    3483.36         3481.45         0.134378        1.00055         59.5898         3.95895         
W359    3483.22         3482.49         0.131818        1.00021         66.1848         1.49329         
W360    3482.93         3484.23         0.129634        0.999626        59.1559         3.60186         
W361    3482.51         3479.06         0.145518        1.00099         83.6423         2.09736         
W362    3481.94         3481.06         0.124971        1.00025         67.7489         1.55379         
W363    3481.23         3479.97         0.12592         1.00036         53.9441         6.16545         
W364    3480.38         3480.71         0.122917        0.999905        61.4196         1.76993         
W365    3479.39         3479.64         0.136119        0.999926        66.4992         2.81029         
W366    3478.25         3477.64         0.140024        1.00018         73.7036         1.63463         
W367    3476.98         3480.79         0.130097        0.998907        35.6236         2.2642          
W368    3475.57         3472.7          0.132744        1.00083         56.0124         0.0870613       
W369    3474.02         3474.21         0.12769         0.999945        59.8862         2.17674         
W370    3472.33         3478.55         0.114277        0.998211        42.1394         0.142147        
W371    3470.5          3467.61         0.128901        1.00083         53.9476         0.773003        
W372    3468.53         3487.33         0.124723        0.994608        30.0987         2.86324         
W373    3466.43         3478.77         0.122632        0.996451        30.053          1.86122         
W374    3464.19         3483.7          0.131567        0.994398        95.8355         0.713153        
W375    3465.03         3568.96         0.129669        0.970878        189.782         3.37607         
W376    3467.27         3524.57         0.124275        0.983742        74.0407         0.629393        
W377    3469.37         3464.86         0.129014        1.0013          45.6487         1.00788         
W378    3471.34         1.07788e+06     0.12491         0.5             199.964         3.50818         
W379    3473.17         3468.89         0.133429        1.00123         51.1794         3.19118         
W380    3474.86         3474.01         0.13254         1.00025         53.7735         3.15814         
W381    3476.42         3484.02         0.122833        0.997817        39.3187         0.154033        
W382    3477.83         3473.82         0.127901        1.00116         55.7766         0.507738        
W383    3479.1          3480.27         0.131748        0.999664        69.5931         0.497044        
W384    3480.23         3479.95         0.127853        1.00008         69.1174         3.08389         
W385    3481.23         3482.33         0.12921         0.999683        61.7782         1.52724         
W386    3482.08         3481.4          0.134998        1.00019         62.7811         1.08648         
W387    3482.79         3480.06         0.135892        1.00078         66.9135         1.7226          
W388    3483.36         3484.7          0.118662        0.999614        60.7256         1.11202         
W389    3483.78         3483.61         0.122221        1.00005         63.0881         5.67062         
W390    3484.07         3483.16         0.132048        1.00026         71.1643         5.00447         
W391    3484.21         3484.09         0.128341        1.00004         60.3233         7.93981         
W392    3484.21         3486.11         0.122835        0.999454        72.0517         5.45553         
W393    3484.07         3484.22         0.130716        0.999955        71.1686         6.02561         
W394    3483.78         3482.52         0.129151        1.00036         61.6109         1.9284          
W395    3483.36         3484.1          0.125183        0.999785        65.071          5.40702         
W396    3482.79         3483.52         0.12892         0.999789        68.1037         1.12606         
W397    3482.08         3482.68         0.116032        0.999828        55.4286         1.24386         
W398    3481.23         3486.11         0.103975        0.998599        67.4046         1.73219         
W399    3480.23         3476.47         0.144152        1.00108         66.3952         1.00446         
W400    3479.1          3478.98         0.136267        1.00004         66.3767         5.55582         
W401    3477.83         3475.9          0.126747        1.00056         79.4403         2.64527         
W402    3476.42         3480.89         0.115595        0.998713        60.549          1.26644         
W403    3474.86         3473.33         0.124331        1.00044         66.4199         2.37197         
W404    3473.17         3475.31         0.128392        0.999384        75.1282         3.88611         
W405    3471.34         3459.66         0.136836        1.00338         65.1444         0.216017        
W406    3469.37         3479.56         0.128212        0.997072        37.6927         0.342744        
W407    3467.27         3475.1          0.128208        0.997747        74.0143         1.87987         
W408    3465.03         3479.17         0.136819        0.995934        56.01           0.86824         
W409    3465.73         3673.3          0.130073        0.943491        33.0389         1.61225         
W410    3467.97         3490.17         0.120851        0.993638        63.3596         1.92673         
W411    3470.07         3473.14         0.122264        0.999116        46.9754         3.13925         
W412    3472.04         3465.49         0.129029        1.00189         62.9756         2.30413         
W413    3473.87         3475.11         0.122164        0.999645        53.1872         1.27753         
