Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W73     3460.58         3255.73         0.114814        1.06292         65.7673         0.688737        
W74     3462.25         3371.18         0.123145        1.02701         47.1326         1.01398         
W75     3463.79         3288.18         0.116006        1.05341         75.5249         0.508244        
W76     3465.19         3413.94         0.127481        1.01501         30.5747         1.09994         
W77     3466.45         3226.81         0.12512         1.07426         29.6038         2.69593         
W78     3467.57         3410.61         0.133999        1.0167          63.862          1.67428         
W79     3468.55         3336.97         0.147628        1.03943         48.3314         1.93508         
W80     3469.4          3206.33         0.138475        1.08205         46.8494         0.125973        
W81     3470.1          3431.04         0.142059        1.01138         46.7501         2.77527         
W82     3470.66         3440            0.139964        1.00891         66.927          2.05971         
W83     3471.08         3504.02         0.137684        0.990599        42.7766         4.16071         
W84     3471.36         3464.45         0.137748        1.00199         56.0878         1.0931          
W85     3471.51         3480.28         0.132892        0.997479        59.6953         2.48            
W86     3471.51         3411.94         0.141801        1.01746         36.6473         0.765595        
W87     3471.36         3499.37         0.13453         0.991998        55.9172         0.445006        
W88     3471.08         3406.97         0.136023        1.01882         90.2183         1.97272         
W89     3470.66         3466.18         0.119733        1.00129         54.7973         0.687238        
W90     3470.1          3375.51         0.127343        1.02802         67.1135         0.26349         
W91     3469.4          3412.51         0.13134         1.01667         64.4435         0.521225        
W92     3468.55         3492.34         0.128229        0.993189        46.4895         3.59625         
W93     3467.57         3441.12         0.13149         1.00769         24.0926         1.62371         
W94     3466.45         3301.38         0.137834        1.05            100.863         4.44058         
W95     3465.19         3489.56         0.125534        0.993016        52.5386         2.43601         
W96     3463.79         3436.23         0.130464        1.00802         75.5262         1.08498         
W97     3462.25         3335.25         0.13226         1.03808         48.9452         1.80503         
W98     3460.58         3514.71         0.129795        0.984599        30.04           0.331131        
W99     3458.77         3394.84         0.132061        1.01883         31.6319         2.44818         
W100            3456.82         3411.92         1.01316         86.7924         1.50876         
W101            3454.74         3564.4          0.969234        146.248         1.03219         
W102            3452.52         3185.56         1.0838          575.825         0.369346        
W103            3454.46         3781.04         0.913627        545.439         0.38113         
W104            3456.68         3438.25         1.00536         233.25          0.763066        
W105    3458.77         3478.16         0.114975        0.994424        47.3597         2.9682          
W106    3460.72         3405.24         0.113947        1.01629         50.2753         0.760773        
W107    3462.53         3445.36         0.104491        1.00498         52.0302         1.00338         
W108    3464.21         3551.61         0.108022        0.97539         22.6728         1.90587         
W109    3465.75         3347.02         0.119512        1.03547         53.2903         4.45413         
W110    3467.15         3445.22         0.12139         1.00636         55.2526         0.516311        
W111    3468.41         3459.31         0.125768        1.00263         55.0814         1.49445         
W112    3469.53         3523.46         0.127602        0.984696        18.6485         2.21815         
W113    3470.52         3401            0.138745        1.02044         77.0762         0.634219        
W114    3471.36         3491.53         0.126442        0.994224        58.5644         0.0899409       
W115    3472.06         3477.34         0.128211        0.998484        52.871          2.32783         
W116    3472.63         3514.57         0.127881        0.988066        62.4076         1.24475         
W117    3473.05         3479.07         0.133827        0.998268        27.5342         2.18761         
W118    3473.33         3560.29         0.124086        0.975576        55.2957         0.962074        
W119    3473.47         3450.96         0.132671        1.00652         55.0366         0.537407        
W120    3473.47         3519.02         0.125818        0.987056        58.9893         1.4618          
W121    3473.33         3525.9          0.122882        0.985091        54.8582         2.12537         
W122    3473.05         3465.46         0.125504        1.00219         62.4333         4.37127         
W123    3472.63         3475.29         0.128384        0.999234        45.575          1.16875         
W124    3472.06         3454.26         0.130807        1.00516         56.8542         5.3982          
W125    3471.36         3497.94         0.124625        0.992402        61.1131         0.741897        
W126    3470.52         3457.08         0.127325        1.00389         47.0268         0.240866        
W127    3469.53         3463.86         0.127672        1.00164         58.615          2.88124         
W128    3468.41         3557.45         0.11809         0.97497         39.5903         1.54213         
W129    3467.15         3228.54         0.125862        1.07391         48.3049         0.791986        
W130    3465.75         3488.23         0.123562        0.993554        33.3042         2.35461         
W131    3464.21         3493.99         0.12733         0.991475        32.9295         1.66402         
W132    3462.53         3415.12         0.133634        1.01388         62.8558         2.21519         
W133    3460.72         3479.67         0.13037         0.994554        47.3266         0.824273        
W134            3458.77         3436.28         1.00654         73.0009         1.79891         
W135            3456.68         3453.36         1.00096         63.6053         1.40768         
W136            3454.46         3125            1.10543         231.937         1               
W137            3456.26         3177.12         1.08786         265.801         0.522273        
W138    3458.48         3709.48         0.127427        0.932335        4.01476         2.70433e-05     
W139            3460.57         3426.29         1.01001         51.635          1.73352         
W140    3462.53         3399.41         0.124123        1.01857         20.7288         0.102519        
W141    3464.34         3200.41         0.110341        1.08247         42.0629         4.39074         
W142    3466.02         3356.71         0.131007        1.03257         61.3987         1.31251         
W143    3467.57         3418.35         0.122686        1.0144          76.9162         0.741842        
W144    3468.97         3471.84         0.123828        0.999173        51.2251         0.675146        
W145    3470.23         3459.12         0.127676        1.00321         55.0484         1.73008         
W146    3471.36         3481.57         0.127647        0.997066        52.2724         1.8461          
W147    3472.34         3464.8          0.132876        1.00218         54.6729         0.930164        
W148    3473.19         3507.7          0.130203        0.990161        39.2992         0.882717        
W149    3473.89         3500.02         0.127888        0.992534        62.8805         1.66877         
W150    3474.46         3457.45         0.13422         1.00492         49.4918         1.34158         
W151    3474.88         3417.04         0.137337        1.01693         61.5159         5.17721         
W152    3475.16         3474.66         0.12877         1.00015         59.1271         1.79314         
W153    3475.3          3418.89         0.136194        1.0165          48.1267         2.5883          
W154    3475.3          3461.81         0.132706        1.0039          37.998          1.16459         
W155    3475.16         3499.69         0.127291        0.992991        58.0228         1.36912         
W156    3474.88         3424.17         0.133614        1.01481         68.835          3.1578          
W157    3474.46         3428.93         0.134946        1.01328         59.8521         1.18374         
W158    3473.89         3238.97         0.13898         1.07253         70.8605         2.12214         
W159    3473.19         3496.43         0.126689        0.993351        70.8818         0.112469        
W160    3472.34         3431.87         0.128191        1.01179         55.4308         2.14184         
W161    3471.36         3413.25         0.132436        1.01702         63.0183         3.01165         
W162    3470.23         3341.29         0.12257         1.03859         71.6929         0.647777        
W163    3468.97         3443.2          0.128086        1.00748         68.3112         0.883371        
W164    3467.57         3428.83         0.131672        1.0113          47.3117         1.31264         
W165    3466.02         3509.52         0.121014        0.987606        53.8502         2.98126         
W166    3464.34         3475            0.132687        0.996934        36.7611         1.27936         
W167    3462.53         3295.05         0.134524        1.05083         35.3533         1.47267         
W168            3460.57         3510.46         0.985789        126.401         1.66577         
W169            3458.48         3555.74         0.972646        117.269         0.561098        
W170            3456.26         3584.34         0.964267        254.493         0.487337        
W171            3457.92         3418.63         1.01149         278.847         0.933551        
W172    3460.15         3413.13         0.120103        1.01378         39.0755         2.58873         
W173    3462.24         3456.37         0.126583        1.0017          63.0836         1.99369         
W174    3464.2          3531.58         0.119768        0.98092         53.2916         1.40125         
W175    3466.02         3407.02         0.124334        1.01732         55.5891         3.4904          
W176    3467.7          3173.76         0.123364        1.09262         58.3066         0.141864        
W177    3469.25         3421.92         0.129648        1.01383         56.3905         0.802728        
W178    3470.65         3476.91         0.129049        0.998201        63.7332         1.45656         
W179    3471.92         3454.23         0.130868        1.00512         61.6825         5.83516         
W180    3473.04         3471.96         0.129319        1.00031         74.1382         0.513711        
W181    3474.03         3438.13         0.136486        1.01044         68.294          0.83524         
W182    3474.88         3486.16         0.131717        0.996763        57.5601         0.244641        
W183    3475.58         3395.51         0.137575        1.02358         61.7171         0.567358        
W184    3476.15         3468.99         0.131459        1.00206         60.6868         1.56115         
W185    3476.57         3445.06         0.134695        1.00915         61.4494         1.93873         
W186    3476.85         3533.05         0.122341        0.984095        66.6801         2.12701         
W187    3476.99         3419.91         0.138119        1.01669         65.9739         0.243295        
W188    3476.99         3437.51         0.136378        1.01149         60.2862         1.17315         
W189    3476.85         3425.76         0.137088        1.01492         64.5734         3.10988         
W190    3476.57         3518.94         0.126518        0.987961        71.4032         0.685912        
W191    3476.15         3503.82         0.128812        0.992103        55.5238         3.68236         
W192    3475.58         3458.54         0.133745        1.00493         58.5166         1.28707         
W193    3474.88         3534.91         0.126946        0.983017        46.9201         0.316805        
W194    3474.03         3489.26         0.126804        0.995634        46.5462         1.07727         
W195    3473.04         3469.72         0.131337        1.00096         50.1993         1.0101          
W196    3471.92         3433.78         0.132995        1.01111         50.9166         1.33249         
W197    3470.65         3509.39         0.127153        0.988961        63.9471         0.293631        
W198    3469.25         3457.78         0.135711        1.00332         48.5031         1.46973         
W199    3467.7          3478.06         0.129454        0.997022        51.2626         1.45224         
W200    3466.02         3417.21         0.132865        1.01428         40.397          0.302034        
W201    3464.2          3395.02         0.139406        1.02038         42.3148         4.04526         
W202    3462.24         3377.33         0.124189        1.02514         35.706          1.32211         
W203    3460.15         3445.15         0.131295        1.00436         47.8762         2.61447         
W204            3457.92         3379.24         1.02328         305.624         0.677169        
W205            3459.45         2950.27         1.17259         311.826         0.369769        
W206    3461.68         3417.54         0.129013        1.01292         30.9164         0.4385          
W207    3463.78         3423.99         0.128405        1.01162         46.0129         1.69478         
W208    3465.74         3467.38         0.127146        0.999525        52.2099         0.611332        
W209    3467.56         3537.05         0.121496        0.980353        43.7867         0.601071        
W210    3469.24         3208.93         0.134053        1.08112         53.7064         0.439612        
W211    3470.79         3420.1          0.13433         1.01482         54.9772         4.34147         
W212    3472.2          3409.41         0.138881        1.01842         56.9399         5.21093         
W213    3473.46         3503.55         0.128087        0.991411        50.3288         1.74577         
W214    3474.59         3528.29         0.129633        0.984782        62.2249         1.35372         
W215    3475.58         3328.59         0.14528         1.04416         95.518          2.74621         
W216    3476.43         3498.1          0.129653        0.993805        55.2241         1.51682         
W217    3477.13         3541.78         0.121808        0.981748        40.7582         1.57256         
W218    3477.7          3546.41         0.121732        0.980625        52.1262         0.148003        
W219    3478.12         3390.19         0.135844        1.02594         90.701          3.84642         
W220    3478.41         3547.29         0.122147        0.980582        55.0889         0.467679        
W221    3478.55         3491.97         0.129476        0.996157        62.9546         1.14949         
W222    3478.55         3444.33         0.134677        1.00993         57.6312         2.72555         
W223    3478.41         3470.49         0.133241        1.00228         58.3738         1.62287         
W224    3478.12         3510.86         0.131268        0.990675        46.888          1.22349         
W225    3477.7          3482.14         0.133685        0.998724        73.575          3.03287         
W226    3477.13         3500.11         0.134467        0.993434        31.1011         0.695705        
W227    3476.43         3415.96         0.140431        1.0177          58.7919         0.345166        
W228    3475.58         3465.65         0.133742        1.00286         50.3163         0.365453        
W229    3474.59         3416.4          0.137437        1.01703         63.2672         3.05287         
W230    3473.46         3412.28         0.140524        1.01793         60.8604         1.49437         
W231    3472.2          3444.83         0.134797        1.00794         58.0532         0.44376         
W232    3470.79         3457.87         0.137103        1.00374         61.2497         1.49725         
W233    3469.24         3405.59         0.142328        1.01869         47.4505         3.15074         
W234    3467.56         3546.45         0.125878        0.977756        62.8017         2.39409         
W235    3465.74         3527.33         0.12418         0.982539        32.4941         1.7291          
W236    3463.78         3537.22         0.120837        0.979238        45.6741         0.88126         
W237    3461.68         3474.08         0.123043        0.996431        61.9065         2.80633         
W238            3459.45         2915.45         1.18659         764.788         0.386073        
W239            3460.84         3434.84         1.00757         152.307         1.13362         
W240    3463.08         3507.19         0.117107        0.987422        34.2861         1.19717         
W241    3465.17         3443.35         0.12722         1.00634         52.5984         1.86222         
W242    3467.14         3564.12         0.137017        0.972789        21.6353         1.15486         
W243    3468.96         3440.56         0.134306        1.00825         45.112          0.539755        
W244    3470.65         3469.71         0.127421        1.00027         64.2011         0.680272        
W245    3472.19         3534.07         0.124606        0.982491        49.2563         0.559701        
W246    3473.6          3471.48         0.1309          1.00061         55.0438         0.389182        
W247    3474.87         3511.53         0.130339        0.989561        50.0504         1.06157         
W248    3476            3430.83         0.142613        1.01316         78.7317         3.85071         
W249    3476.99         3469.16         0.139646        1.00226         60.0488         0.355208        
W250    3477.84         3492.82         0.133778        0.99571         58.701          2.49747         
W251    3478.54         3462.27         0.135749        1.0047          68.1551         0.387071        
W252    3479.11         3492.17         0.128059        0.996261        63.1602         0.957525        
W253    3479.53         3453.2          0.133827        1.00763         67.7318         0.155371        
W254    3479.82         3415.74         0.138803        1.01876         57.9745         0.498019        
W255    3479.96         3442.86         0.135955        1.01078         67.2922         1.41473         
W256    3479.96         3496.23         0.130867        0.995346        59.2506         5.65145         
W257    3479.82         3480.26         0.134574        0.999872        61.885          2.97347         
W258    3479.53         3438.09         0.142578        1.01205         55.3524         1.30837         
W259    3479.11         3405.52         0.147586        1.02161         70.2282         1.04921         
W260    3478.54         3474.32         0.137024        1.00122         57.3773         0.799091        
W261    3477.84         3459            0.138134        1.00545         60.4043         3.48903         
W262    3476.99         3474.85         0.133403        1.00062         55.7272         2.77648         
W263    3476            3422.43         0.132784        1.01565         81.1354         0.97283         
W264    3474.87         3503.46         0.126568        0.99184         54.3972         3.63715         
W265    3473.6          3439.75         0.135944        1.00984         56.0326         1.2447          
W266    3472.19         3539.94         0.130623        0.980862        23.7365         0.672302        
W267    3470.65         3350.06         0.158828        1.03599         45.5605         0.629512        
W268    3468.96         3283.19         0.150974        1.05658         88.0012         4.39993         
W269    3467.14         3492.45         0.129035        0.992752        36.6921         0.0523377       
W270    3465.17         3473.23         0.127144        0.997681        68.0753         1.51084         
W271    3463.08         3379.48         0.137822        1.02474         24.8639         0.37085         
W272            3460.84         3361.1          1.02967         249.542         0.562954        
W273            3462.1          3286.27         1.0535          360.872         0.91042         
W274    3464.33         3399.69         0.132492        1.01901         60.5414         0.839178        
W275    3466.43         3394.47         0.125474        1.0212          61.5332         1.247           
W276    3468.4          3370.61         0.133784        1.02901         47.963          1.13929         
W277    3470.22         3492.74         0.130227        0.993552        38.9072         0.252982        
W278    3471.91         3469.16         0.127745        1.00079         41.0543         1.28373         
W279    3473.46         3418.02         0.129898        1.01622         53.2064         1.94361         
W280    3474.87         3443.08         0.132667        1.00923         54.1994         0.793858        
W281    3476.14         3431.12         0.140722        1.01312         62.5577         0.423307        
W282    3477.27         3445.28         0.142921        1.00929         57.1418         1.09548         
W283    3478.26         3372.65         0.151006        1.03131         76.1832         1.38326         
W284    3479.11         3446.14         0.140929        1.00957         55.8234         0.541074        
W285    3479.82         3358.41         0.147571        1.03615         54.1671         5.07709         
W286    3480.38         3496.54         0.12674         0.995379        64.3668         0.381662        
W287    3480.81         3513.88         0.124683        0.990587        52.7292         2.08139         
W288    3481.09         3454.69         0.131626        1.00764         64.8213         1.3281          
W289    3481.23         3464.06         0.131821        1.00496         78.9222         2.80465         
W290    3481.23         3437.11         0.134683        1.01284         57.9095         2.51902         
W291    3481.09         3498.35         0.130408        0.995067        73.2219         4.01143         
W292    3480.81         3402.36         0.14617         1.02306         83.5725         9.66591         
W293    3480.38         3516.66         0.136215        0.989684        74.309          2.23027         
W294    3479.82         3384.23         0.145231        1.02824         115.782         0.677598        
W295    3479.11         3438.78         0.139151        1.01173         66.4392         0.444381        
W296    3478.26         3458.06         0.134545        1.00584         51.6699         1.8771          
W297    3477.27         3560.64         0.121902        0.976586        55.0091         0.943981        
W298    3476.14         3455.96         0.130591        1.00584         53.3871         2.11491         
W299    3474.87         3526.6          0.128043        0.985332        54.6296         0.562773        
W300    3473.46         3384.07         0.138003        1.02641         74.958          0.826403        
W301    3471.91         3408.17         0.124979        1.0187          75.3117         0.474169        
W302    3470.22         3413.39         0.13133         1.01665         36.2871         0.39698         
W303    3468.4          3660.38         0.128555        0.947551        89.9766         3.19248         
W304    3466.43         3484.26         0.130743        0.994883        44.3205         0.931632        
W305    3464.33         3072.66         0.13007         1.12747         74.2646         1.50649         
W306            3462.1          3320.18         1.04274         208.317         0.835221        
W307            3463.21         3064.5          1.13011         376.115         0.961703        
W308    3465.45         3444.76         0.122993        1.00601         66.6966         3.05796         
W309    3467.55         2987.16         0.0933861       1.16082         158.192         4.17504         
W310    3469.52         3482.95         0.120504        0.996142        70.6119         0.27734         
W311    3471.34         3468.55         0.126073        1.0008          51.7111         1.52188         
W312    3473.03         3462.86         0.126518        1.00294         67.4592         0.642869        
W313    3474.58         3460.84         0.126394        1.00397         62.8775         1.12875         
W314    3475.99         3201.9          0.122215        1.0856          68.3087         0.609885        
W315    3477.27         3400.67         0.136102        1.02252         68.1703         4.85584         
W316    3478.4          3512.42         0.12939         0.990313        57.7303         1.53266         
W317    3479.39         3549.84         0.123446        0.980155        53.1393         0.462395        
W318    3480.24         3502.14         0.125523        0.993747        53.0666         0.668027        
W319    3480.95         3459.35         0.129903        1.00624         60.2004         1.94358         
W320    3481.51         3576.51         0.117094        0.973438        57.7257         4.56026         
W321    3481.94         3465.9          0.126122        1.00463         69.5915         1.31909         
W322    3482.22         3503.22         0.123076        0.994008        88.4084         2.43087         
W323    3482.37         3494.97         0.125707        0.996392        62.1317         0.476651        
W324    3482.37         3492.23         0.126827        0.997175        54.8014         2.35245         
W325    3482.22         3535.11         0.123245        0.985041        57.3589         1.92429         
W326    3481.94         3493.24         0.13231         0.996766        57.3687         1.30975         
W327    3481.51         3469.66         0.134838        1.00342         68.3499         9.73296         
W328    3480.95         3597.41         0.123092        0.967625        69.7743         0.198815        
W329    3480.24         3500.88         0.128181        0.994103        62.6381         1.51545         
W330    3479.39         3430.1          0.137062        1.01437         71.022          4.05039         
W331    3478.4          3450.67         0.134135        1.00803         56.7124         1.35594         
W332    3477.27         3501.66         0.125541        0.993035        65.0506         1.90599         
W333    3475.99         3320.28         0.147155        1.0469          60.1831         1.85795         
W334    3474.58         3435.41         0.137227        1.0114          47.9779         3.056           
W335    3473.03         3484.32         0.124112        0.996759        62.1824         2.34794         
W336    3471.34         3650.39         0.121368        0.950951        56.0711         3.46224         
W337    3469.52         4056.11         0.161373        0.855379        49.2894         1.99624         
W338    3467.55         3611.03         0.139141        0.960268        93.201          0.573482        
W339    3465.45         3476.83         0.126389        0.996726        34.9659         0.670263        
W340            3463.21         3258.88         1.0627          176.178         0.60859         
W341            3464.19         3372.22         1.02727         127.355         1.0836          
W342    3466.43         4310.11         0.123036        0.804255        1.3473          1.49383e-06     
W343    3468.53         3441.32         0.125533        1.00791         22.2899         3.72235         
W344    3470.5          3415.39         0.128645        1.01614         61.7663         5.25076         
W345    3472.33         3401.71         0.132144        1.02076         56.7917         1.37277         
W346    3474.02         3188.65         0.120513        1.0895          78.0577         0.467766        
W347    3475.57         3527.87         0.117188        0.985176        64.156          1.89724         
W348    3476.98         3476.5          0.122109        1.00014         61.9658         0.538052        
W349    3478.25         3510.25         0.125083        0.990885        60.7963         2.62465         
W350    3479.39         3453.01         0.130711        1.00764         58.0988         0.0312964       
W351    3480.38         3419.24         0.134478        1.01788         70.1565         0.596272        
W352    3481.23         3487.11         0.12706         0.998314        56.7206         0.0873729       
W353    3481.94         3596.9          0.114898        0.968037        55.6646         0.465328        
W354    3482.51         3390.66         0.133936        1.02709         70.6934         5.28592         
W355    3482.93         3457.48         0.12867         1.00736         60.3215         1.11928         
W356    3483.22         3484.93         0.12676         0.999508        67.2559         4.20556         
W357    3483.36         3477.99         0.127397        1.00154         58.723          1.42984         
W358    3483.36         3443.74         0.132088        1.01151         61.9675         0.247133        
W359    3483.22         3467.75         0.130917        1.00446         64.3016         1.90651         
W360    3482.93         3494.51         0.130406        0.996686        58.2876         1.05617         
W361    3482.51         3399.38         0.140862        1.02445         78.5165         5.64444         
W362    3481.94         3498.71         0.125796        0.995207        66.8126         1.6956          
W363    3481.23         3473.26         0.125111        1.00229         58.3699         1.15305         
W364    3480.38         3507.43         0.124214        0.992288        63.0057         0.774623        
W365    3479.39         3445.36         0.134443        1.00988         78.3298         1.55751         
W366    3478.25         3433.71         0.137903        1.01297         74.4446         2.42556         
W367    3476.98         3488.16         0.132093        0.996797        78.0536         0.736574        
W368    3475.57         3453.85         0.131833        1.00629         60.364          0.11541         
W369    3474.02         3467.71         0.127181        1.00182         62.7768         1.1592          
W370    3472.33         3552.59         0.117614        0.977407        62.3695         1.88396         
W371    3470.5          3461.93         0.128959        1.00247         64.4408         6.35044         
W372    3468.53         3505.42         0.125458        0.989475        34.1408         3.28875         
W373    3466.43         3521.56         0.123723        0.984345        60.0325         1.51115         
W374            3464.19         3392.37         1.02117         290.748         1.66349         
W375            3465.03         3324.14         1.04238         215.652         1.36911         
W376    3467.27         3529.98         0.125018        0.982234        51.8562         0.531251        
W377    3469.37         3432.41         0.127194        1.01077         53.7806         1.60064         
W378    3471.34         3456.65         0.127594        1.00425         84.9495         0.187812        
W379    3473.17         3416.08         0.130835        1.01671         43.8517         1.93086         
W380    3474.86         3415.9          0.130236        1.01726         55.5766         0.480489        
W381    3476.42         3487.55         0.124204        0.996807        61.5698         4.62301         
W382    3477.83         3448.3          0.126454        1.00856         57.4569         2.81778         
W383    3479.1          3437.01         0.130422        1.01225         62.7389         0.777641        
W384    3480.23         3473.87         0.12762         1.00183         72.4014         1.17469         
W385    3481.23         3471.17         0.128933        1.0029          60.8837         1.29849         
W386    3482.08         3432.33         0.132453        1.01449         64.0104         2.37853         
W387    3482.79         3417.64         0.13219         1.01906         73.6151         4.90604         
W388    3483.36         3523.75         0.120611        0.988537        55.6739         1.1673          
W389    3483.78         3503.91         0.123037        0.994256        63.4471         1.60604         
W390    3484.07         3457.07         0.130596        1.00781         71.4229         5.27032         
W391    3484.21         3487.44         0.128479        0.999073        60.5418         4.87404         
W392    3484.21         3532.15         0.125301        0.986427        66.6098         3.30745         
W393    3484.07         3483.91         0.13069         1.00004         71.5582         8.34426         
W394    3483.78         3486.01         0.12904         0.99936         63.7226         0.309756        
W395    3483.36         3503.14         0.126204        0.994353        64.0702         1.60527         
W396    3482.79         3472.84         0.128556        1.00287         63.9038         1.30518         
W397    3482.08         3531.99         0.118133        0.985869        51.3266         0.57554         
W398    3481.23         3603.63         0.109315        0.966034        62.7126         0.486851        
W399    3480.23         3398.63         0.139197        1.02401         66.4761         0.676752        
W400    3479.1          3469.23         0.135683        1.00285         67.0187         1.21441         
W401    3477.83         3499.98         0.12743         0.993672        77.9959         6.38111         
W402    3476.42         3553.49         0.1194          0.97831         58.3454         3.70413         
W403    3474.86         3486.09         0.124851        0.99678         81.3487         4.63675         
W404    3473.17         3469.34         0.128369        1.0011          56.8306         1.4203          
W405    3471.34         3397.28         0.131813        1.0218          33.4823         0.99156         
W406    3469.37         3470.21         0.128382        0.999759        35.3227         2.48536         
W407    3467.27         3492.14         0.130007        0.992877        133.999         0.314279        
W408            3465.03         3359.31         1.03147         177.471         1.56979         
W409            3465.73         3373.13         1.02745         264.546         1.84524         
W410    3467.97         3512.89         0.122545        0.987213        55.7166         0.703696        
W411    3470.07         3490.28         0.123734        0.994212        66.2592         0.304505        
W412    3472.04         3434.25         0.127467        1.011           64.7598         0.816807        
W413    3473.87         3502.43         0.123879        0.991846        48.6884         1.18664         
W414    3475.57         3455.02         0.128649        1.00595         47.1857         0.553045        
W415    3477.12         3487.48         0.123488        0.99703         61.7262         0.209234        
W416    3478.53         3557.41         0.11726         0.977828        60.3429         3.56853         
W417    3479.81         3223.73         0.159552        1.07944         79.7741         2.81459         
W418    3480.94         3556.4          0.117886        0.978782        64.0187         0.560739        
W419    3481.94         3506.9          0.122318        0.99288         58.2307         3.53888         
W420    3482.79         3504.16         0.122829        0.9939          61.753          1.06404         
W421    3483.5          3505.99         0.121836        0.993584        58.1469         0.144692        
W422    3484.07         3540.4          0.117461        0.984089        58.8449         0.462052        
W423    3484.49         3537.41         0.120241        0.98504         54.0027         1.65967         
